

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
     1    1:unacc    1:unacc       0.997 (med,high,3,2,med,high)
     2    1:unacc    1:unacc       0.98 (low,med,3,4,big,low)
     3    1:unacc    1:unacc       0.999 (med,med,5more,2,med,low)
     4    1:unacc    1:unacc       0.999 (high,vhigh,5more,2,small,high)
     5    1:unacc    1:unacc       0.999 (med,vhigh,5more,2,med,med)
     6    1:unacc    1:unacc       0.796 (high,vhigh,3,4,small,med)
     7    1:unacc    1:unacc       0.999 (high,med,5more,2,med,low)
     8    1:unacc    1:unacc       0.997 (med,vhigh,4,more,big,low)
     9    1:unacc    1:unacc       0.998 (med,low,5more,2,small,med)
    10    1:unacc    1:unacc       0.996 (med,high,3,4,big,low)
    11    1:unacc    1:unacc       0.998 (med,low,2,2,small,med)
    12    1:unacc    1:unacc       0.997 (low,med,3,4,small,low)
    13    1:unacc    1:unacc       0.996 (high,med,5more,4,big,low)
    14    1:unacc    1:unacc       0.999 (high,high,2,2,small,high)
    15    1:unacc    1:unacc       0.997 (low,low,5more,2,small,high)
    16    1:unacc    1:unacc       0.99 (med,low,3,2,med,med)
    17    1:unacc    1:unacc       0.996 (med,med,4,2,big,med)
    18    1:unacc    1:unacc       0.999 (high,vhigh,4,2,med,low)
    19    1:unacc    1:unacc       0.997 (high,low,2,4,big,low)
    20    1:unacc    1:unacc       0.998 (high,low,2,more,med,low)
    21    1:unacc    1:unacc       0.996 (med,high,3,4,med,low)
    22    1:unacc    1:unacc       0.933 (vhigh,low,4,4,small,med)
    23    1:unacc    1:unacc       0.998 (high,high,5more,more,big,low)
    24    1:unacc    1:unacc       0.999 (med,vhigh,3,2,small,med)
    25    1:unacc      2:acc   +   0.535 (high,vhigh,3,4,big,med)
    26    1:unacc    1:unacc       0.998 (high,med,4,2,med,low)
    27    1:unacc    1:unacc       0.997 (med,med,3,more,small,low)
    28    1:unacc    1:unacc       0.985 (low,med,3,2,big,high)
    29    1:unacc    1:unacc       0.998 (med,vhigh,5more,4,med,low)
    30    1:unacc    1:unacc       0.997 (med,med,3,4,small,low)
    31    1:unacc    1:unacc       0.998 (med,vhigh,2,more,med,low)
    32    1:unacc    1:unacc       0.992 (low,high,4,4,med,low)
    33    1:unacc    1:unacc       0.98 (low,low,3,2,med,high)
    34    1:unacc    1:unacc       0.999 (med,vhigh,3,2,big,med)
    35    1:unacc    1:unacc       0.999 (med,vhigh,2,2,med,high)
    36    1:unacc    1:unacc       0.998 (high,med,2,more,big,low)
    37    1:unacc    1:unacc       0.999 (high,low,5more,2,med,low)
    38    1:unacc    1:unacc       0.653 (high,vhigh,3,more,med,high)
    39    1:unacc    1:unacc       0.998 (low,med,3,2,big,low)
    40    1:unacc    1:unacc       0.997 (med,low,4,more,small,low)
    41    1:unacc    1:unacc       0.99 (vhigh,low,5more,2,big,high)
    42    1:unacc    1:unacc       0.991 (med,low,2,4,big,low)
    43    1:unacc    1:unacc       0.997 (med,vhigh,2,4,big,low)
    44    1:unacc    1:unacc       0.988 (med,low,2,more,big,low)
    45    1:unacc    1:unacc       0.998 (vhigh,low,3,2,med,low)
    46    1:unacc    1:unacc       0.634 (med,vhigh,5more,4,small,med)
    47    1:unacc    1:unacc       0.999 (med,vhigh,2,2,med,low)
    48    1:unacc    1:unacc       0.997 (high,low,4,4,small,low)
    49    1:unacc    1:unacc       0.994 (low,med,4,2,big,med)
    50    1:unacc    1:unacc       0.998 (high,vhigh,4,more,small,low)
    51    1:unacc    1:unacc       0.998 (vhigh,low,5more,2,small,med)
    52    1:unacc    1:unacc       0.996 (low,high,2,4,med,low)
    53    1:unacc    1:unacc       0.998 (med,high,2,2,big,med)
    54    1:unacc    1:unacc       0.997 (low,low,4,4,small,low)
    55    1:unacc    1:unacc       0.998 (med,low,4,2,med,low)
    56    1:unacc    1:unacc       0.999 (high,high,5more,2,big,low)
    57    1:unacc    1:unacc       0.998 (med,vhigh,4,2,big,med)
    58    1:unacc    1:unacc       0.999 (high,high,5more,2,big,med)
    59    1:unacc    1:unacc       0.997 (med,low,3,more,small,low)
    60    1:unacc    1:unacc       0.998 (high,high,3,more,med,low)
    61    1:unacc    1:unacc       0.998 (high,vhigh,3,more,small,low)
    62    1:unacc      2:acc   +   0.842 (high,vhigh,4,more,small,high)
    63    1:unacc    1:unacc       0.998 (high,med,5more,2,small,med)
    64    1:unacc    1:unacc       0.996 (vhigh,low,4,2,small,high)
    65    1:unacc    1:unacc       0.998 (med,med,2,2,small,med)
    66    1:unacc    1:unacc       0.997 (med,vhigh,3,4,small,low)
    67    1:unacc    1:unacc       0.998 (low,med,4,2,small,med)
    68    1:unacc    1:unacc       0.998 (low,med,2,2,small,med)
    69    1:unacc    1:unacc       0.645 (low,vhigh,4,more,small,med)
    70    1:unacc      2:acc   +   0.688 (high,vhigh,3,4,big,high)
    71    1:unacc    1:unacc       0.997 (high,low,4,4,big,low)
    72    1:unacc    1:unacc       0.998 (low,vhigh,2,more,small,low)
    73    1:unacc    1:unacc       0.998 (low,high,2,2,small,low)
    74    1:unacc    1:unacc       0.998 (med,high,3,2,med,med)
    75    1:unacc      2:acc   +   0.61 (med,med,2,more,small,high)
    76    1:unacc    1:unacc       0.993 (med,med,2,more,big,low)
    77    1:unacc    1:unacc       0.998 (low,vhigh,2,4,small,low)
    78    1:unacc    1:unacc       0.578 (high,vhigh,3,4,med,med)
    79    1:unacc    1:unacc       0.999 (high,med,2,2,med,med)
    80    1:unacc    1:unacc       0.998 (low,high,4,2,small,high)
    81    1:unacc    1:unacc       0.988 (med,med,3,4,med,low)
    82    1:unacc    1:unacc       0.998 (med,med,3,2,small,med)
    83    1:unacc    1:unacc       0.992 (med,med,5more,2,big,high)
    84    1:unacc    1:unacc       0.997 (med,low,4,2,small,med)
    85    1:unacc    1:unacc       0.958 (low,low,3,more,big,low)
    86    1:unacc    1:unacc       0.998 (low,vhigh,4,2,small,low)
    87    1:unacc    1:unacc       0.997 (high,med,3,4,big,low)
    88    1:unacc    1:unacc       0.998 (med,low,3,2,small,low)
    89    1:unacc    1:unacc       0.998 (med,vhigh,3,more,med,low)
    90    1:unacc    1:unacc       0.998 (low,low,5more,2,small,med)
    91    4:vgood    4:vgood       0.989 (med,med,4,more,big,high)
    92    4:vgood    4:vgood       0.948 (low,med,2,more,big,high)
    93    4:vgood    4:vgood       0.49 (med,med,2,4,big,high)
    94    4:vgood    4:vgood       0.631 (low,high,4,more,big,high)
    95    4:vgood    4:vgood       0.948 (low,high,5more,more,big,high)
    96    4:vgood    4:vgood       0.997 (low,high,5more,4,med,high)
    97      2:acc      2:acc       0.531 (high,low,4,more,big,med)
    98      2:acc      2:acc       0.543 (med,med,2,4,small,high)
    99      2:acc     3:good   +   0.98 (low,low,2,4,med,med)
   100      2:acc      2:acc       0.869 (high,med,3,4,big,med)
   101      2:acc     3:good   +   0.6 (med,med,3,4,small,high)
   102      2:acc      2:acc       0.499 (med,low,3,4,small,med)
   103      2:acc      2:acc       0.872 (med,high,4,4,med,high)
   104      2:acc    1:unacc   +   0.585 (med,med,5more,more,small,med)
   105      2:acc     3:good   +   0.555 (med,med,3,more,small,high)
   106      2:acc      2:acc       0.805 (low,vhigh,3,more,small,high)
   107      2:acc    1:unacc   +   0.631 (low,low,4,4,small,med)
   108      2:acc      2:acc       0.935 (high,high,3,4,big,high)
   109      2:acc      2:acc       0.933 (low,high,2,more,med,high)
   110      2:acc      2:acc       0.893 (med,vhigh,4,4,med,med)
   111      2:acc      2:acc       0.552 (med,low,5more,more,small,med)
   112      2:acc      2:acc       0.771 (high,high,5more,more,big,high)
   113      2:acc      2:acc       0.652 (high,low,2,4,small,high)
   114      2:acc      2:acc       0.934 (med,vhigh,5more,4,big,high)
   115      2:acc    1:unacc   +   0.625 (high,low,2,more,big,med)
   116      2:acc      2:acc       0.904 (high,med,2,4,big,high)
   117      2:acc      2:acc       0.726 (low,vhigh,2,4,med,high)
   118      2:acc      2:acc       0.694 (low,low,3,4,small,med)
   119      2:acc      2:acc       0.856 (med,med,2,4,med,med)
   120      2:acc      2:acc       0.934 (med,high,5more,4,small,high)
   121      2:acc      2:acc       0.913 (high,high,4,4,small,high)
   122      2:acc      2:acc       0.91 (med,vhigh,2,4,big,high)
   123      2:acc      2:acc       0.894 (high,high,3,more,small,high)
   124      2:acc      2:acc       0.818 (low,high,3,more,med,med)
   125      2:acc      2:acc       0.825 (high,high,2,more,big,high)
   126      2:acc      2:acc       0.827 (med,high,5more,more,big,med)
   127      2:acc      2:acc       0.555 (med,med,2,4,med,high)
   128      2:acc      2:acc       0.958 (vhigh,low,3,more,med,med)
   129      2:acc      2:acc       0.902 (vhigh,low,5more,4,small,high)
   130      2:acc    1:unacc   +   0.836 (med,vhigh,5more,more,med,med)
   131      2:acc      2:acc       0.965 (med,vhigh,4,4,med,high)
   132     3:good     3:good       0.929 (low,med,5more,4,small,high)
   133     3:good     3:good       0.922 (low,low,2,4,small,high)
   134     3:good     3:good       0.969 (low,low,5more,more,big,med)
   135     3:good      2:acc   +   0.862 (low,med,2,more,big,med)
   136     3:good     3:good       0.519 (med,low,2,more,big,med)
   137     3:good     3:good       0.898 (low,low,4,more,med,med)
   138     3:good     3:good       0.943 (med,low,4,4,med,med)

