

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
   138     3:good      2:acc   +   0.7 (low,med,3,more,med,med)
     1    1:unacc    1:unacc       0.995 (med,high,3,2,med,high)
     2    1:unacc    1:unacc       0.995 (low,med,3,4,big,low)
     3    1:unacc    1:unacc       0.995 (med,med,5more,2,med,low)
     4    1:unacc    1:unacc       0.995 (high,vhigh,5more,2,small,high)
     5    1:unacc    1:unacc       0.995 (med,vhigh,5more,2,med,med)
     6    1:unacc    1:unacc       0.995 (high,vhigh,3,4,small,med)
     7    1:unacc    1:unacc       0.995 (high,med,5more,2,med,low)
     8    1:unacc    1:unacc       0.995 (med,vhigh,4,more,big,low)
     9    1:unacc    1:unacc       0.995 (med,low,5more,2,small,med)
    10    1:unacc    1:unacc       0.995 (med,high,3,4,big,low)
    11    1:unacc    1:unacc       0.995 (med,low,2,2,small,med)
    12    1:unacc    1:unacc       0.995 (low,med,3,4,small,low)
    13    1:unacc    1:unacc       0.995 (high,med,5more,4,big,low)
    14    1:unacc    1:unacc       0.995 (high,high,2,2,small,high)
    15    1:unacc    1:unacc       0.995 (low,low,5more,2,small,high)
    16    1:unacc    1:unacc       0.995 (med,low,3,2,med,med)
    17    1:unacc    1:unacc       0.995 (med,med,4,2,big,med)
    18    1:unacc    1:unacc       0.995 (high,vhigh,4,2,med,low)
    19    1:unacc    1:unacc       0.995 (high,low,2,4,big,low)
    20    1:unacc    1:unacc       0.995 (high,low,2,more,med,low)
    21    1:unacc    1:unacc       0.995 (med,high,3,4,med,low)
    22    1:unacc    1:unacc       0.995 (vhigh,low,4,4,small,med)
    23    1:unacc    1:unacc       0.995 (high,high,5more,more,big,low)
    24    1:unacc    1:unacc       0.995 (med,vhigh,3,2,small,med)
    25    1:unacc      2:acc   +   0.919 (high,vhigh,3,4,big,med)
    26    1:unacc    1:unacc       0.995 (high,med,4,2,med,low)
    27    1:unacc    1:unacc       0.995 (med,med,3,more,small,low)
    28    1:unacc    1:unacc       0.995 (low,med,3,2,big,high)
    29    1:unacc    1:unacc       0.995 (med,vhigh,5more,4,med,low)
    30    1:unacc    1:unacc       0.995 (med,med,3,4,small,low)
    31    1:unacc    1:unacc       0.995 (med,vhigh,2,more,med,low)
    32    1:unacc    1:unacc       0.995 (low,high,4,4,med,low)
    33    1:unacc    1:unacc       0.995 (low,low,3,2,med,high)
    34    1:unacc    1:unacc       0.995 (med,vhigh,3,2,big,med)
    35    1:unacc    1:unacc       0.995 (med,vhigh,2,2,med,high)
    36    1:unacc    1:unacc       0.995 (high,med,2,more,big,low)
    37    1:unacc    1:unacc       0.995 (high,low,5more,2,med,low)
    38    1:unacc      2:acc   +   0.78 (high,vhigh,3,more,med,high)
    39    1:unacc    1:unacc       0.995 (low,med,3,2,big,low)
    40    1:unacc    1:unacc       0.995 (med,low,4,more,small,low)
    41    1:unacc    1:unacc       0.995 (vhigh,low,5more,2,big,high)
    42    1:unacc    1:unacc       0.995 (med,low,2,4,big,low)
    43    1:unacc    1:unacc       0.995 (med,vhigh,2,4,big,low)
    44    1:unacc    1:unacc       0.995 (med,low,2,more,big,low)
    45    1:unacc    1:unacc       0.995 (vhigh,low,3,2,med,low)
    46    1:unacc    1:unacc       0.995 (med,vhigh,5more,4,small,med)
    47    1:unacc    1:unacc       0.995 (med,vhigh,2,2,med,low)
    48    1:unacc    1:unacc       0.995 (high,low,4,4,small,low)
    49    1:unacc     3:good   +   0.7 (low,med,4,2,big,med)
    50    1:unacc    1:unacc       0.995 (high,vhigh,4,more,small,low)
    51    1:unacc    1:unacc       0.995 (vhigh,low,5more,2,small,med)
    52    1:unacc    1:unacc       0.995 (low,high,2,4,med,low)
    53    1:unacc    1:unacc       0.995 (med,high,2,2,big,med)
    54    1:unacc    1:unacc       0.995 (low,low,4,4,small,low)
    55    1:unacc    1:unacc       0.995 (med,low,4,2,med,low)
    56    1:unacc    1:unacc       0.995 (high,high,5more,2,big,low)
    57    1:unacc    1:unacc       0.995 (med,vhigh,4,2,big,med)
    58    1:unacc    1:unacc       0.995 (high,high,5more,2,big,med)
    59    1:unacc    1:unacc       0.995 (med,low,3,more,small,low)
    60    1:unacc    1:unacc       0.995 (high,high,3,more,med,low)
    61    1:unacc    1:unacc       0.995 (high,vhigh,3,more,small,low)
    62    1:unacc      2:acc   +   0.78 (high,vhigh,4,more,small,high)
    63    1:unacc    1:unacc       0.995 (high,med,5more,2,small,med)
    64    1:unacc    1:unacc       0.995 (vhigh,low,4,2,small,high)
    65    1:unacc    1:unacc       0.995 (med,med,2,2,small,med)
    66    1:unacc    1:unacc       0.995 (med,vhigh,3,4,small,low)
    67    1:unacc    1:unacc       0.995 (low,med,4,2,small,med)
    68    1:unacc    1:unacc       0.995 (low,med,2,2,small,med)
    69    1:unacc      2:acc   +   0.6 (low,vhigh,4,more,small,med)
    70    1:unacc      2:acc   +   0.851 (high,vhigh,3,4,big,high)
    71    1:unacc    1:unacc       0.995 (high,low,4,4,big,low)
    72    1:unacc    1:unacc       0.995 (low,vhigh,2,more,small,low)
    73    1:unacc    1:unacc       0.995 (low,high,2,2,small,low)
    74    1:unacc    1:unacc       0.995 (med,high,3,2,med,med)
    75    1:unacc      2:acc   +   0.78 (med,med,2,more,small,high)
    76    1:unacc    1:unacc       0.995 (med,med,2,more,big,low)
    77    1:unacc    1:unacc       0.995 (low,vhigh,2,4,small,low)
    78    1:unacc    1:unacc       0.995 (high,vhigh,3,4,med,med)
    79    1:unacc    1:unacc       0.995 (high,med,2,2,med,med)
    80    1:unacc    1:unacc       0.995 (low,high,4,2,small,high)
    81    1:unacc    1:unacc       0.995 (med,med,3,4,med,low)
    82    1:unacc    1:unacc       0.995 (med,med,3,2,small,med)
    83    1:unacc    4:vgood   +   0.667 (med,med,5more,2,big,high)
    84    1:unacc    1:unacc       0.995 (med,low,4,2,small,med)
    85    1:unacc    1:unacc       0.995 (low,low,3,more,big,low)
    86    1:unacc    1:unacc       0.995 (low,vhigh,4,2,small,low)
    87    1:unacc    1:unacc       0.995 (high,med,3,4,big,low)
    88    1:unacc    1:unacc       0.995 (med,low,3,2,small,low)
    89    1:unacc    1:unacc       0.995 (med,vhigh,3,more,med,low)
    90    1:unacc    1:unacc       0.995 (low,low,5more,2,small,med)
    91    4:vgood    4:vgood       0.667 (med,med,4,more,big,high)
    92    4:vgood    4:vgood       0.692 (low,med,2,more,big,high)
    93    4:vgood    4:vgood       0.667 (med,med,2,4,big,high)
    94    4:vgood    4:vgood       0.692 (low,high,4,more,big,high)
    95    4:vgood    4:vgood       0.692 (low,high,5more,more,big,high)
    96    4:vgood      2:acc   +   0.851 (low,high,5more,4,med,high)
    97      2:acc      2:acc       0.892 (high,low,4,more,big,med)
    98      2:acc      2:acc       0.851 (med,med,2,4,small,high)
    99      2:acc     3:good   +   0.667 (low,low,2,4,med,med)
   100      2:acc      2:acc       0.919 (high,med,3,4,big,med)
   101      2:acc      2:acc       0.851 (med,med,3,4,small,high)
   102      2:acc      2:acc       1 (med,low,3,4,small,med)
   103      2:acc      2:acc       0.851 (med,high,4,4,med,high)
   104      2:acc    1:unacc   +   0.995 (med,med,5more,more,small,med)
   105      2:acc      2:acc       0.78 (med,med,3,more,small,high)
   106      2:acc      2:acc       0.78 (low,vhigh,3,more,small,high)
   107      2:acc     3:good   +   0.667 (low,low,4,4,small,med)
   108      2:acc      2:acc       0.851 (high,high,3,4,big,high)
   109      2:acc    4:vgood   +   0.6 (low,high,2,more,med,high)
   110      2:acc      2:acc       0.833 (med,vhigh,4,4,med,med)
   111      2:acc    1:unacc   +   0.995 (med,low,5more,more,small,med)
   112      2:acc      2:acc       0.78 (high,high,5more,more,big,high)
   113      2:acc      2:acc       0.851 (high,low,2,4,small,high)
   114      2:acc      2:acc       0.851 (med,vhigh,5more,4,big,high)
   115      2:acc      2:acc       0.892 (high,low,2,more,big,med)
   116      2:acc      2:acc       0.851 (high,med,2,4,big,high)
   117      2:acc      2:acc       0.851 (low,vhigh,2,4,med,high)
   118      2:acc     3:good   +   0.667 (low,low,3,4,small,med)
   119      2:acc      2:acc       0.652 (med,med,2,4,med,med)
   120      2:acc      2:acc       0.851 (med,high,5more,4,small,high)
   121      2:acc      2:acc       0.851 (high,high,4,4,small,high)
   122      2:acc      2:acc       0.851 (med,vhigh,2,4,big,high)
   123      2:acc      2:acc       0.78 (high,high,3,more,small,high)
   124      2:acc      2:acc       0.675 (low,high,3,more,med,med)
   125      2:acc      2:acc       0.78 (high,high,2,more,big,high)
   126      2:acc      2:acc       0.892 (med,high,5more,more,big,med)
   127      2:acc      2:acc       0.851 (med,med,2,4,med,high)
   128      2:acc      2:acc       0.675 (vhigh,low,3,more,med,med)
   129      2:acc      2:acc       0.851 (vhigh,low,5more,4,small,high)
   130      2:acc      2:acc       0.675 (med,vhigh,5more,more,med,med)
   131      2:acc      2:acc       0.851 (med,vhigh,4,4,med,high)
   132     3:good     3:good       0.833 (low,med,5more,4,small,high)
   133     3:good     3:good       0.833 (low,low,2,4,small,high)
   134     3:good     3:good       1 (low,low,5more,more,big,med)
   135     3:good     3:good       0.7 (low,med,2,more,big,med)
   136     3:good     3:good       1 (med,low,2,more,big,med)
   137     3:good      2:acc   +   0.675 (low,low,4,more,med,med)
   138     3:good      2:acc   +   1 (med,low,4,4,med,med)

