

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
    46    1:unacc    1:unacc       0.994 (med,vhigh,5more,4,small,med)
    47    1:unacc    1:unacc       1 (med,vhigh,2,2,med,low)
    48    1:unacc    1:unacc       1 (high,low,4,4,small,low)
    49    1:unacc    1:unacc       0.995 (low,med,4,2,big,med)
    50    1:unacc    1:unacc       1 (high,vhigh,4,more,small,low)
    51    1:unacc    1:unacc       1 (vhigh,low,5more,2,small,med)
    52    1:unacc    1:unacc       1 (low,high,2,4,med,low)
    53    1:unacc    1:unacc       1 (med,high,2,2,big,med)
    54    1:unacc    1:unacc       0.999 (low,low,4,4,small,low)
    55    1:unacc    1:unacc       1 (med,low,4,2,med,low)
    56    1:unacc    1:unacc       1 (high,high,5more,2,big,low)
    57    1:unacc    1:unacc       1 (med,vhigh,4,2,big,med)
    58    1:unacc    1:unacc       1 (high,high,5more,2,big,med)
    59    1:unacc    1:unacc       1 (med,low,3,more,small,low)
    60    1:unacc    1:unacc       1 (high,high,3,more,med,low)
    61    1:unacc    1:unacc       1 (high,vhigh,3,more,small,low)
    62    1:unacc    1:unacc       0.999 (high,vhigh,4,more,small,high)
    63    1:unacc    1:unacc       1 (high,med,5more,2,small,med)
    64    1:unacc    1:unacc       1 (vhigh,low,4,2,small,high)
    65    1:unacc    1:unacc       1 (med,med,2,2,small,med)
    66    1:unacc    1:unacc       1 (med,vhigh,3,4,small,low)
    67    1:unacc    1:unacc       1 (low,med,4,2,small,med)
    68    1:unacc    1:unacc       1 (low,med,2,2,small,med)
    69    1:unacc    1:unacc       0.988 (low,vhigh,4,more,small,med)
    70    1:unacc    1:unacc       0.996 (high,vhigh,3,4,big,high)
    71    1:unacc    1:unacc       1 (high,low,4,4,big,low)
    72    1:unacc    1:unacc       1 (low,vhigh,2,more,small,low)
    73    1:unacc    1:unacc       1 (low,high,2,2,small,low)
    74    1:unacc    1:unacc       1 (med,high,3,2,med,med)
    75    1:unacc    1:unacc       0.993 (med,med,2,more,small,high)
    76    1:unacc    1:unacc       0.999 (med,med,2,more,big,low)
    77    1:unacc    1:unacc       1 (low,vhigh,2,4,small,low)
    78    1:unacc    1:unacc       1 (high,vhigh,3,4,med,med)
    79    1:unacc    1:unacc       1 (high,med,2,2,med,med)
    80    1:unacc    1:unacc       1 (low,high,4,2,small,high)
    81    1:unacc    1:unacc       0.999 (med,med,3,4,med,low)
    82    1:unacc    1:unacc       1 (med,med,3,2,small,med)
    83    1:unacc    1:unacc       0.997 (med,med,5more,2,big,high)
    84    1:unacc    1:unacc       1 (med,low,4,2,small,med)
    85    1:unacc    1:unacc       0.99 (low,low,3,more,big,low)
    86    1:unacc    1:unacc       1 (low,vhigh,4,2,small,low)
    87    1:unacc    1:unacc       0.999 (high,med,3,4,big,low)
    88    1:unacc    1:unacc       1 (med,low,3,2,small,low)
    89    1:unacc    1:unacc       1 (med,vhigh,3,more,med,low)
    90    1:unacc    1:unacc       1 (low,low,5more,2,small,med)
    91    4:vgood    4:vgood       0.985 (med,med,4,more,big,high)
    92    4:vgood    4:vgood       0.985 (low,med,2,more,big,high)
    93    4:vgood    4:vgood       0.942 (med,med,2,4,big,high)
    94    4:vgood    4:vgood       0.985 (low,high,4,more,big,high)
    95    4:vgood    4:vgood       0.985 (low,high,5more,more,big,high)
    96    4:vgood    4:vgood       0.969 (low,high,5more,4,med,high)
    97      2:acc      2:acc       0.999 (high,low,4,more,big,med)
    98      2:acc      2:acc       0.992 (med,med,2,4,small,high)
    99      2:acc      2:acc       0.99 (low,low,2,4,med,med)
   100      2:acc      2:acc       0.996 (high,med,3,4,big,med)
   101      2:acc      2:acc       0.988 (med,med,3,4,small,high)
   102      2:acc      2:acc       0.984 (med,low,3,4,small,med)
   103      2:acc      2:acc       0.995 (med,high,4,4,med,high)
   104      2:acc      2:acc       0.986 (med,med,5more,more,small,med)
   105      2:acc      2:acc       0.989 (med,med,3,more,small,high)
   106      2:acc      2:acc       0.997 (low,vhigh,3,more,small,high)
   107      2:acc      2:acc       0.989 (low,low,4,4,small,med)
   108      2:acc      2:acc       0.994 (high,high,3,4,big,high)
   109      2:acc      2:acc       0.988 (low,high,2,more,med,high)
   110      2:acc      2:acc       0.989 (med,vhigh,4,4,med,med)
   111      2:acc      2:acc       0.997 (med,low,5more,more,small,med)
   112      2:acc      2:acc       0.997 (high,high,5more,more,big,high)
   113      2:acc      2:acc       0.977 (high,low,2,4,small,high)
   114      2:acc      2:acc       0.997 (med,vhigh,5more,4,big,high)
   115      2:acc      2:acc       0.99 (high,low,2,more,big,med)
   116      2:acc      2:acc       0.999 (high,med,2,4,big,high)
   117      2:acc      2:acc       0.999 (low,vhigh,2,4,med,high)
   118      2:acc      2:acc       0.992 (low,low,3,4,small,med)
   119      2:acc      2:acc       0.992 (med,med,2,4,med,med)
   120      2:acc      2:acc       0.99 (med,high,5more,4,small,high)
   121      2:acc      2:acc       0.996 (high,high,4,4,small,high)
   122      2:acc      2:acc       0.998 (med,vhigh,2,4,big,high)
   123      2:acc      2:acc       0.991 (high,high,3,more,small,high)
   124      2:acc      2:acc       0.999 (low,high,3,more,med,med)
   125      2:acc      2:acc       0.987 (high,high,2,more,big,high)
   126      2:acc      2:acc       0.999 (med,high,5more,more,big,med)
   127      2:acc      2:acc       0.979 (med,med,2,4,med,high)
   128      2:acc      2:acc       0.992 (vhigh,low,3,more,med,med)
   129      2:acc      2:acc       0.999 (vhigh,low,5more,4,small,high)
   130      2:acc      2:acc       0.998 (med,vhigh,5more,more,med,med)
   131      2:acc      2:acc       0.998 (med,vhigh,4,4,med,high)
   132     3:good     3:good       0.971 (low,med,5more,4,small,high)
   133     3:good     3:good       0.854 (low,low,2,4,small,high)
   134     3:good     3:good       0.981 (low,low,5more,more,big,med)
   135     3:good     3:good       0.981 (low,med,2,more,big,med)
   136     3:good     3:good       0.985 (med,low,2,more,big,med)
   137     3:good     3:good       0.974 (low,low,4,more,med,med)
   138     3:good     3:good       0.983 (med,low,4,4,med,med)

