

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    94        3:3        2:2   +   0.768 (32,4,4,3,1,0,1,4,0)
    95        3:3        3:3       0.471 (46,2,2,5,1,1,2,4,0)
    96        3:3        3:3       0.526 (28,3,4,5,1,1,2,4,0)
    97        3:3        3:3       0.736 (28,3,3,4,1,1,3,3,0)
    98        3:3        2:2   +   0.839 (42,4,4,3,0,1,2,4,0)
    99        3:3        3:3       0.783 (25,3,3,3,1,1,3,3,0)
   100        3:3        3:3       0.586 (22,4,4,1,1,1,2,4,0)
   101        3:3        1:1   +   0.639 (23,2,2,1,1,1,2,4,0)
   102        3:3        2:2   +   0.486 (39,3,3,8,1,0,1,4,0)
   103        3:3        2:2   +   0.438 (25,4,4,1,1,1,1,4,0)
   104        3:3        2:2   +   0.538 (39,3,4,2,1,1,1,3,0)
   105        3:3        2:2   +   0.803 (35,4,4,1,0,1,1,4,0)
   106        3:3        3:3       0.711 (32,1,3,4,1,1,3,3,0)
   107        3:3        3:3       0.586 (27,4,4,3,1,1,3,4,1)
   108        3:3        3:3       0.745 (30,4,3,4,1,1,3,3,0)
   109        3:3        1:1   +   0.43 (43,3,3,2,0,0,3,4,0)
   110        3:3        3:3       0.44 (28,4,4,5,1,1,2,4,0)
   111        3:3        3:3       0.561 (38,3,4,3,1,1,3,2,0)
   112        3:3        2:2   +   0.557 (37,4,4,3,1,1,2,4,0)
   113        3:3        2:2   +   0.554 (24,4,4,1,1,1,1,4,0)
   114        3:3        3:3       0.764 (19,3,3,3,1,1,2,3,0)
   115        3:3        3:3       0.612 (28,3,4,2,1,1,3,4,0)
   116        3:3        3:3       0.474 (30,4,4,2,0,0,3,3,0)
   117        3:3        3:3       0.539 (20,4,3,1,1,1,3,4,0)

