

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    95        3:3        3:3       0.626 (46,2,2,5,1,1,2,4,0)
    96        3:3        3:3       0.457 (28,3,4,5,1,1,2,4,0)
    97        3:3        3:3       0.788 (28,3,3,4,1,1,3,3,0)
    98        3:3        2:2   +   0.574 (42,4,4,3,0,1,2,4,0)
    99        3:3        3:3       0.747 (25,3,3,3,1,1,3,3,0)
   100        3:3        3:3       0.401 (22,4,4,1,1,1,2,4,0)
   101        3:3        1:1   +   0.536 (23,2,2,1,1,1,2,4,0)
   102        3:3        1:1   +   0.389 (39,3,3,8,1,0,1,4,0)
   103        3:3        3:3       0.422 (25,4,4,1,1,1,1,4,0)
   104        3:3        3:3       0.364 (39,3,4,2,1,1,1,3,0)
   105        3:3        2:2   +   0.603 (35,4,4,1,0,1,1,4,0)
   106        3:3        3:3       0.706 (32,1,3,4,1,1,3,3,0)
   107        3:3        3:3       0.55 (27,4,4,3,1,1,3,4,1)
   108        3:3        3:3       0.736 (30,4,3,4,1,1,3,3,0)
   109        3:3        2:2   +   0.646 (43,3,3,2,0,0,3,4,0)
   110        3:3        3:3       0.587 (28,4,4,5,1,1,2,4,0)
   111        3:3        3:3       0.678 (38,3,4,3,1,1,3,2,0)
   112        3:3        3:3       0.528 (37,4,4,3,1,1,2,4,0)
   113        3:3        2:2   +   0.444 (24,4,4,1,1,1,1,4,0)
   114        3:3        3:3       0.677 (19,3,3,3,1,1,2,3,0)
   115        3:3        1:1   +   0.451 (28,3,4,2,1,1,3,4,0)
   116        3:3        3:3       0.356 (30,4,4,2,0,0,3,3,0)
   117        3:3        1:1   +   0.475 (20,4,3,1,1,1,3,4,0)

