

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx)
   857       23:W       23:W       0.803 (6,6,6,4,4,3,11,2,3,10,10,8,7,11,1,7)
   858       23:W       23:W       0.974 (3,4,4,3,3,7,11,2,2,7,9,8,6,11,1,8)
   859       23:W       23:W       0.996 (4,2,6,3,3,7,11,2,2,6,9,8,7,11,0,8)
   860       23:W       23:W       0.998 (4,4,5,2,3,4,11,3,2,9,9,7,6,11,1,6)
   861       23:W       23:W       0.894 (3,1,4,2,2,8,11,2,2,6,9,8,6,11,0,7)
   862       23:W       25:Y   +   0.726 (2,1,3,2,2,8,10,2,2,6,9,8,5,11,0,8)
   863       23:W       23:W       0.995 (5,11,8,8,4,10,8,5,2,7,9,8,9,9,0,8)
   864       23:W       23:W       1 (10,10,9,5,4,5,9,3,2,7,10,8,10,11,1,6)
   865       23:W       23:W       0.814 (8,8,8,6,5,2,10,2,3,11,11,9,7,10,1,7)
   866       23:W       23:W       0.994 (8,12,8,6,5,2,9,2,3,9,11,9,8,11,1,5)
   867       23:W       23:W       0.97 (4,3,5,5,3,8,8,5,1,7,8,8,8,9,0,8)
   868       23:W       23:W       0.892 (6,5,7,4,4,3,11,2,3,10,10,8,7,11,1,7)
   869       23:W       23:W       0.999 (5,11,8,8,7,10,10,3,3,5,9,7,8,10,1,8)
   870       23:W       23:W       0.917 (6,9,6,5,3,2,10,2,3,10,11,9,6,11,1,6)
   871       23:W        8:H   +   0.662 (5,11,7,8,9,8,7,6,2,7,8,8,6,8,4,8)
   872       23:W       23:W       0.993 (6,9,8,7,4,5,7,5,2,7,8,8,9,9,0,8)
   873       23:W       23:W       0.721 (6,10,7,5,4,7,8,3,4,6,9,6,9,9,2,6)
   874       23:W       23:W       0.941 (7,7,7,5,4,2,10,3,3,11,11,8,7,10,2,6)
   875       23:W       23:W       0.663 (5,10,7,8,9,8,8,5,3,7,9,8,6,8,3,7)
   876       23:W       13:M   +   0.813 (3,8,5,6,9,7,7,6,1,7,6,8,8,12,2,11)
   877       23:W        7:G   +   0.31 (4,6,5,4,4,7,6,7,2,7,7,8,6,8,5,10)
   878       23:W       23:W       0.933 (5,9,7,7,11,9,7,5,2,7,6,8,10,11,4,8)
   879       23:W       23:W       0.999 (6,9,6,6,4,4,10,2,3,9,9,8,7,11,2,6)
   880       23:W       23:W       0.996 (5,9,7,7,7,10,11,2,2,6,8,7,9,13,2,8)
   881       23:W       23:W       0.995 (5,10,7,8,7,6,11,2,2,7,8,9,7,12,1,8)
   882       23:W       23:W       1 (10,10,9,8,9,5,11,4,3,8,7,7,10,12,4,5)
   883       23:W       23:W       0.794 (3,3,4,2,2,9,11,3,2,5,9,8,6,11,0,8)
   884       23:W       13:M   +   0.406 (6,7,8,6,10,7,7,5,5,7,5,8,10,8,8,8)
   885       23:W       23:W       0.996 (4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8)
   886       23:W       23:W       0.988 (5,7,5,5,5,4,9,2,3,9,8,8,6,11,2,6)
   887       23:W       23:W       0.996 (4,7,6,5,3,4,8,5,1,7,9,8,8,9,0,8)
   888       23:W       23:W       0.994 (4,6,6,4,4,10,11,3,2,4,9,7,7,11,0,7)
   889       23:W       23:W       0.992 (5,9,8,6,7,8,11,2,2,6,8,8,8,14,1,7)
   890       23:W       23:W       0.996 (5,10,7,7,6,4,9,5,1,7,9,8,8,10,0,8)
   891       23:W       23:W       0.985 (4,4,5,3,3,6,11,3,2,7,9,8,7,11,1,8)
   892       23:W       23:W       0.944 (2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8)
   893       23:W       23:W       0.519 (5,8,8,6,11,8,7,5,2,7,6,8,13,11,3,9)
   894       23:W       23:W       0.988 (7,11,7,8,7,2,10,2,3,10,10,8,7,11,1,7)
   895       23:W       23:W       0.997 (5,11,8,8,4,6,8,5,2,7,8,8,9,9,0,8)
   896       23:W       23:W       0.998 (5,8,7,6,6,7,11,2,2,7,8,8,7,12,1,8)
   897       23:W       23:W       0.968 (9,12,9,6,5,4,7,2,4,7,10,8,10,10,2,5)
   898       23:W       23:W       0.936 (5,5,8,7,4,7,7,5,2,7,8,8,9,9,0,8)
   899       23:W       23:W       0.978 (5,8,5,6,5,5,10,3,3,9,7,7,7,11,2,5)
   900       23:W       23:W       0.999 (4,5,6,3,4,6,11,2,2,7,9,8,8,11,1,8)
   901       23:W       23:W       0.992 (6,6,7,4,4,6,11,4,2,8,7,6,9,12,2,5)
   902       23:W       23:W       0.998 (6,7,6,5,5,3,11,2,2,9,9,8,6,11,2,7)
   903       23:W       23:W       1 (6,5,7,4,4,5,11,4,2,9,8,7,7,11,2,6)
   904       23:W       23:W       0.917 (1,0,2,1,1,7,8,4,0,7,8,8,5,10,0,8)
   905       23:W       22:V   +   0.483 (2,3,4,2,2,9,11,3,2,5,9,7,6,10,0,8)
   906       23:W       23:W       0.974 (1,0,2,1,1,8,8,4,0,7,8,8,6,10,0,8)
   907       23:W       23:W       0.968 (3,2,5,3,3,8,11,2,2,6,9,8,6,11,1,7)
   908       23:W       23:W       0.998 (4,5,7,4,4,7,11,3,2,6,9,8,8,11,1,8)
   909       23:W       19:S   +   0.523 (9,10,13,9,15,8,7,5,5,7,6,8,12,10,10,4)
   910       23:W       23:W       0.972 (4,6,6,4,3,8,8,4,1,7,9,8,7,10,0,8)
   911       23:W       23:W       0.773 (1,0,2,0,0,8,8,3,0,6,8,8,5,9,0,8)
   912       23:W       23:W       0.902 (8,12,8,6,4,2,9,2,2,10,11,9,8,10,0,7)
   913       23:W       23:W       0.995 (3,4,4,3,2,5,10,3,2,9,8,7,6,11,1,6)
   914       23:W        8:H   +   0.339 (4,6,6,4,5,8,7,6,3,6,8,8,6,8,3,7)
   915       23:W       23:W       0.964 (5,7,5,5,4,3,11,2,2,10,8,7,5,11,2,6)
   916       23:W       23:W       1 (8,11,8,9,8,4,11,2,2,9,8,7,7,12,2,6)
   917       23:W       23:W       0.982 (5,11,8,8,8,4,12,2,2,8,9,9,7,13,2,8)
   918       23:W       23:W       0.997 (7,9,9,7,6,7,8,4,1,7,9,8,8,10,0,8)
   919       23:W       23:W       0.977 (3,3,5,5,3,6,8,4,1,7,8,8,8,9,0,8)
   920       25:Y        4:D   +   0.614 (8,11,7,6,4,8,6,4,6,9,6,5,3,10,6,5)
   921       25:Y       25:Y       0.982 (4,7,6,9,7,9,10,7,4,7,7,6,5,11,6,3)
   922       25:Y       25:Y       0.776 (3,5,4,6,5,8,10,6,4,7,7,6,4,10,6,3)
   923       25:Y       13:M   +   0.502 (5,11,7,8,7,8,7,5,4,7,7,8,6,8,8,3)
   924       25:Y       16:P   +   0.805 (8,13,6,8,4,6,8,4,4,10,7,5,3,10,4,4)
   925       25:Y       25:Y       0.998 (5,10,8,8,4,7,10,2,7,6,12,9,2,11,2,8)
   926       25:Y       25:Y       0.553 (2,4,3,3,1,6,10,1,6,8,11,8,1,11,2,7)
   927       25:Y       25:Y       0.923 (5,10,5,7,2,3,11,4,6,12,12,6,1,11,2,6)
   928       25:Y       25:Y       0.998 (3,7,5,4,1,8,11,2,2,5,12,8,1,11,0,8)
   929       25:Y       25:Y       0.931 (5,10,5,7,3,3,10,2,8,11,11,6,0,10,2,4)
   930       25:Y       25:Y       1 (3,5,5,7,1,7,10,1,3,7,12,8,1,11,0,8)
   931       25:Y       25:Y       0.96 (3,5,6,7,1,6,11,2,3,9,12,8,1,10,0,8)
   932       25:Y       25:Y       1 (1,0,1,0,0,8,10,1,3,6,11,8,1,11,0,8)
   933       25:Y       25:Y       0.999 (6,11,6,8,4,3,9,1,7,10,10,6,1,11,3,4)
   934       25:Y       25:Y       0.842 (2,2,4,3,2,7,11,1,7,7,11,8,1,11,2,8)
   935       25:Y       16:P   +   0.552 (6,9,6,4,3,7,6,4,4,9,9,5,3,10,4,4)
   936       25:Y       25:Y       0.999 (7,8,6,6,3,3,10,3,7,11,12,6,2,11,3,5)
   937       25:Y       16:P   +   0.564 (7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5)
   938       25:Y       25:Y       0.949 (3,3,4,1,1,4,10,2,7,10,10,5,1,10,3,4)
   939       25:Y       25:Y       0.791 (9,8,7,12,5,8,5,5,5,5,12,6,5,10,4,7)
   940       25:Y       25:Y       1 (3,9,5,6,1,8,10,2,3,7,12,8,1,11,0,8)
   941       25:Y       25:Y       1 (1,0,1,0,0,7,10,2,2,7,12,8,1,11,0,8)
   942       25:Y       17:Q   +   0.563 (5,9,7,6,6,9,5,7,5,6,9,7,3,9,9,4)
   943       25:Y       23:W   +   0.924 (4,4,5,6,6,9,8,5,3,7,8,7,6,10,6,4)
   944       25:Y       25:Y       0.922 (3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5)
   945       25:Y       23:W   +   0.755 (5,7,7,9,8,10,10,5,3,6,7,8,6,11,8,5)
   946       25:Y       25:Y       0.998 (4,10,6,8,3,6,10,2,2,7,12,8,1,11,0,8)
   947       25:Y       25:Y       0.978 (2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,8)
   948       25:Y       25:Y       0.998 (5,7,5,5,2,3,10,2,7,11,11,6,1,11,2,5)
   949       25:Y       20:T   +   0.649 (2,3,4,2,1,8,11,1,6,6,11,9,1,11,1,8)
   950       25:Y       25:Y       0.982 (2,3,4,5,1,8,11,2,3,4,12,8,1,10,0,8)
   951       25:Y       25:Y       0.641 (3,9,5,6,1,7,10,3,2,7,13,8,2,11,0,8)
   952       25:Y       25:Y       0.965 (3,4,4,2,2,4,10,2,7,10,10,5,2,11,3,4)
   953       25:Y       25:Y       0.874 (2,3,4,4,1,9,10,3,2,5,13,8,2,11,0,8)
   954       25:Y       20:T   +   0.66 (6,9,6,6,4,5,9,1,7,8,9,5,2,11,3,4)
   955       25:Y       20:T   +   0.959 (3,9,5,6,2,7,11,0,4,7,11,8,0,10,0,8)
   956       25:Y       25:Y       0.757 (2,1,4,2,1,7,11,1,7,7,11,8,1,11,2,8)
   957       25:Y       25:Y       0.624 (4,10,6,7,1,7,12,2,3,8,12,8,1,10,0,8)
   958       25:Y       25:Y       0.928 (3,4,4,3,2,5,10,2,7,10,10,5,1,11,3,5)
   959       25:Y       25:Y       0.999 (3,7,4,5,2,7,10,1,7,6,12,8,1,11,2,8)
   960       25:Y       25:Y       0.998 (3,4,5,5,1,6,10,3,2,9,13,8,1,11,0,8)
   961       25:Y        6:F   +   0.914 (8,11,6,15,5,4,11,2,4,11,10,6,4,10,6,6)
   962       25:Y       25:Y       0.999 (3,10,5,7,3,7,10,1,7,6,12,8,1,11,2,8)
   963       25:Y       25:Y       0.964 (7,8,5,12,4,10,10,1,4,7,10,5,3,9,5,10)
   964       25:Y       25:Y       0.986 (3,3,5,4,1,8,11,2,2,5,12,8,1,10,0,8)
   965       25:Y       25:Y       0.891 (5,7,7,11,10,8,11,3,3,6,8,9,4,11,11,7)
   966       25:Y       25:Y       0.662 (3,3,4,2,1,4,11,2,7,11,10,5,1,11,2,5)
   967       25:Y       25:Y       0.98 (3,4,5,3,2,9,11,1,7,5,11,7,1,11,2,8)
   968       25:Y       25:Y       0.895 (7,8,6,11,5,7,6,5,5,6,11,6,4,11,3,7)
   969       25:Y       17:Q   +   0.996 (5,6,7,9,10,8,4,5,3,7,8,9,8,8,6,8)
   970       25:Y       25:Y       1 (1,0,2,1,0,7,9,1,2,6,12,8,1,10,0,8)
   971       25:Y       20:T   +   0.782 (5,8,5,6,3,6,9,1,8,8,9,4,1,11,4,5)
   972       25:Y       25:Y       0.999 (3,6,5,4,2,10,10,2,6,3,11,8,1,11,2,9)
   973       25:Y       25:Y       0.985 (3,5,5,4,2,7,10,1,7,7,11,8,1,11,2,8)
   974       25:Y       25:Y       0.78 (2,6,4,4,1,6,10,3,2,7,13,8,2,11,0,8)
   975       25:Y       25:Y       1 (7,9,8,7,4,2,10,3,7,12,12,7,1,11,2,5)
   976       25:Y        4:D   +   0.786 (7,13,6,7,4,8,7,4,6,9,6,5,3,9,5,5)
   977       25:Y       20:T   +   0.652 (4,7,4,5,2,4,10,2,9,11,10,5,0,10,3,4)
   978       25:Y       25:Y       1 (1,0,2,1,0,7,9,1,2,6,12,8,1,10,0,8)
   979       25:Y       25:Y       0.991 (3,5,5,4,2,8,11,1,7,5,11,9,1,11,2,9)
   980       25:Y       25:Y       0.99 (8,10,8,7,3,4,10,2,8,11,11,5,1,11,3,3)
   981       25:Y       25:Y       0.998 (3,4,4,3,2,4,10,2,7,10,10,6,2,11,4,3)
   982       25:Y       25:Y       0.847 (2,3,4,5,1,9,10,3,2,6,13,8,2,11,0,8)
   983       24:X       24:X       0.806 (3,5,4,6,1,7,7,4,4,7,6,8,3,8,4,8)
   984       24:X        9:I   +   0.86 (2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8)
   985       24:X       24:X       0.833 (3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8)
   986       24:X       24:X       0.769 (3,2,5,3,2,8,7,3,9,6,6,8,3,8,6,8)
   987       24:X       24:X       0.484 (4,6,7,4,3,5,8,2,8,11,10,9,3,8,3,6)
   988       24:X        7:G   +   0.388 (6,11,8,8,8,7,6,3,5,6,6,9,4,7,11,10)
   989       24:X        9:I   +   0.749 (1,1,2,1,0,8,7,3,4,7,6,8,2,8,4,8)
   990       24:X       24:X       0.748 (2,6,4,4,2,7,7,4,8,6,6,10,3,8,6,8)
   991       24:X       24:X       0.944 (6,9,9,7,4,10,5,2,8,11,1,7,3,8,4,9)
   992       24:X       26:Z   +   0.603 (2,5,4,4,2,7,7,3,9,6,6,8,2,8,6,8)
   993       24:X       24:X       0.831 (3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8)
   994       24:X        9:I   +   0.744 (2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8)
   995       24:X       11:K   +   0.765 (5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5)
   996       24:X       24:X       0.452 (6,12,7,7,4,8,7,2,7,11,4,6,4,8,4,7)
   997       24:X       24:X       0.753 (5,11,8,8,7,7,7,3,8,5,7,10,3,8,6,8)
   998       24:X       26:Z   +   0.554 (3,4,4,3,2,7,7,3,9,6,6,9,2,8,5,8)
   999       24:X        4:D   +   0.605 (4,9,7,7,6,8,7,3,6,7,4,6,5,5,8,7)
  1000       24:X       24:X       0.895 (2,3,4,2,1,6,8,1,8,10,8,9,2,8,3,7)
  1001       24:X       24:X       0.559 (4,6,5,4,4,7,6,3,5,6,6,9,2,8,8,8)
  1002       24:X        5:E   +   0.713 (5,8,6,7,7,6,8,2,5,8,7,10,2,8,7,8)
  1003       24:X       11:K   +   0.801 (5,11,7,8,4,5,8,2,8,10,11,10,3,8,4,5)
  1004       24:X        2:B   +   0.891 (5,10,8,8,7,8,6,3,6,7,4,6,6,7,9,6)
  1005       24:X       24:X       0.805 (3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8)
  1006       24:X       24:X       0.299 (6,10,8,8,7,7,6,3,5,6,6,8,3,9,10,9)
  1007       24:X       24:X       0.831 (3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8)
  1008       24:X       19:S   +   0.237 (6,8,7,7,8,6,7,2,5,8,7,10,4,10,8,6)
  1009       24:X       24:X       0.796 (3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8)
  1010       24:X       24:X       0.975 (3,5,5,4,2,10,7,1,8,11,3,7,2,8,3,9)
  1011       24:X       11:K   +   0.67 (4,8,6,6,3,5,8,2,8,10,10,9,3,8,3,6)
  1012       24:X       24:X       0.951 (7,9,6,4,3,8,7,2,8,9,7,8,4,12,3,7)
  1013       24:X       24:X       0.759 (3,4,6,3,3,6,9,1,8,10,9,8,2,8,3,6)
  1014       24:X       24:X       0.51 (4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8)
  1015       24:X       24:X       0.751 (5,10,8,8,5,7,7,4,9,6,6,10,3,8,7,8)
  1016       24:X       24:X       0.714 (4,9,6,6,4,4,8,1,8,10,10,10,2,8,3,5)
  1017       24:X       24:X       0.991 (3,5,6,4,3,8,7,1,9,10,4,8,2,8,3,8)
  1018       24:X        6:F   +   0.565 (3,5,5,3,2,5,9,2,8,11,10,9,2,9,3,6)
  1019       24:X       15:O   +   0.726 (5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8)
  1020       24:X       26:Z   +   0.617 (3,6,4,5,4,7,8,2,5,8,6,8,2,7,6,7)
  1021       24:X       15:O   +   0.596 (3,6,4,4,1,7,7,6,2,7,6,8,3,8,4,8)
  1022       24:X       24:X       0.568 (2,3,3,2,2,7,7,3,8,6,6,8,2,8,5,8)
  1023       24:X       11:K   +   0.884 (7,10,7,5,3,5,8,3,8,10,11,11,4,11,4,5)
  1024       24:X        1:A   +   0.618 (3,7,5,5,2,10,5,2,8,10,1,7,3,7,3,10)
  1025       24:X       20:T   +   0.554 (3,3,5,2,2,5,8,2,8,11,9,9,2,9,3,6)
  1026       24:X        9:I   +   0.521 (2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8)
  1027       24:X        9:I   +   0.881 (2,1,2,1,0,7,7,4,4,7,6,8,3,8,4,8)
  1028       24:X       24:X       0.777 (3,10,4,7,2,7,7,4,4,7,6,8,3,8,4,8)
  1029       24:X       26:Z   +   0.642 (2,1,3,2,2,7,7,3,9,6,6,8,2,8,5,8)
  1030       24:X       24:X       0.999 (7,11,11,8,5,7,7,1,9,10,6,8,3,8,4,7)
  1031       24:X       24:X       0.765 (4,8,4,6,3,7,7,4,4,7,6,8,3,8,4,8)
  1032       24:X       24:X       0.991 (3,3,5,2,2,7,8,1,8,10,7,8,2,8,3,7)
  1033       24:X       24:X       0.706 (3,1,4,2,2,8,7,3,9,6,6,8,3,8,6,8)
  1034       24:X       19:S   +   0.629 (5,11,7,8,6,7,6,3,9,5,7,10,4,7,8,8)
  1035       24:X       25:Y   +   0.6 (8,15,8,8,5,4,9,3,8,11,11,9,4,9,3,5)
  1036       24:X       24:X       0.672 (5,11,6,8,4,8,7,4,4,7,6,8,3,8,4,8)
  1037       24:X       18:R   +   0.522 (5,8,7,7,7,9,8,3,5,8,5,6,3,6,8,8)
  1038       24:X        8:H   +   0.29 (6,10,9,8,7,8,8,3,6,7,7,8,7,13,9,9)
  1039       24:X       24:X       0.826 (7,11,11,8,5,6,8,1,9,10,9,9,3,8,4,6)
  1040       24:X       24:X       0.947 (4,8,6,6,3,9,7,1,8,10,3,7,2,8,3,8)
  1041       24:X       24:X       0.636 (2,6,3,4,2,7,7,4,4,7,6,7,2,8,4,8)
  1042       24:X       15:O   +   0.653 (4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8)
  1043       24:X       24:X       0.692 (2,3,3,2,1,8,7,3,8,6,6,8,2,8,5,8)
  1044       24:X       11:K   +   0.443 (5,9,8,7,5,3,8,1,8,10,11,10,2,9,3,5)
  1045       21:U       13:M   +   0.833 (9,15,7,8,4,8,6,4,6,3,9,5,6,6,2,6)
  1046       21:U       21:U       0.997 (6,7,6,5,4,3,9,5,7,10,9,9,3,9,2,6)
  1047       21:U       15:O   +   0.475 (5,10,6,7,6,8,8,8,5,6,7,10,3,8,4,6)
  1048       21:U       21:U       0.999 (3,5,4,3,2,6,8,6,7,7,10,9,3,9,0,8)
  1049       21:U       17:Q   +   0.901 (6,8,8,6,6,8,8,8,5,5,7,10,3,8,4,6)
  1050       21:U       21:U       0.928 (2,3,2,1,1,7,8,6,7,8,9,7,3,10,1,8)
  1051       21:U       21:U       0.986 (6,8,7,6,3,4,8,7,8,9,9,9,3,9,3,5)
  1052       21:U       23:W   +   0.385 (4,9,6,6,9,8,7,4,3,6,7,8,7,10,5,7)
  1053       21:U       21:U       1 (4,7,5,5,2,8,4,14,5,6,14,8,3,9,0,8)
  1054       21:U       21:U       0.998 (6,7,6,5,3,3,8,5,7,10,10,9,3,9,2,6)
  1055       21:U       21:U       0.992 (5,4,5,7,2,7,4,15,6,7,14,8,3,9,0,8)
  1056       21:U       21:U       0.716 (6,11,6,6,4,8,5,5,5,6,8,8,4,9,3,8)
  1057       21:U       22:V   +   0.422 (1,0,2,0,0,7,6,10,4,7,12,8,2,10,0,8)
  1058       21:U       21:U       0.991 (4,9,4,7,2,7,4,15,6,7,13,8,3,9,0,8)
  1059       21:U       21:U       0.999 (3,2,4,3,2,8,9,5,7,5,9,8,3,9,1,8)
  1060       21:U       21:U       0.999 (4,7,4,5,2,7,4,14,5,7,13,8,3,9,0,8)
  1061       21:U       13:M   +   0.936 (6,10,9,8,11,9,7,4,5,6,7,7,9,7,6,6)
  1062       21:U        7:G   +   0.955 (10,14,9,8,5,6,6,5,5,6,8,9,7,7,4,10)
  1063       21:U       21:U       0.998 (5,7,5,5,2,4,8,6,8,9,9,9,3,9,2,4)
  1064       21:U        4:D   +   0.519 (9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6)
  1065       21:U       21:U       0.995 (3,2,4,4,2,5,8,6,6,8,10,10,3,9,0,8)
  1066       21:U       21:U       0.999 (3,2,3,4,1,8,5,12,5,6,14,8,3,9,0,8)
  1067       21:U       21:U       1 (3,5,4,3,2,7,9,6,7,7,9,9,3,9,1,8)
  1068       21:U       21:U       0.989 (2,1,3,2,1,7,9,5,6,7,10,9,3,9,0,8)
  1069       21:U       13:M   +   0.852 (4,9,6,7,8,8,6,4,4,6,7,8,8,9,5,6)
  1070       21:U       17:Q   +   0.864 (4,8,5,6,5,8,8,7,6,5,8,9,6,8,3,7)
  1071       21:U       21:U       0.887 (5,11,8,8,6,7,8,4,7,4,7,9,6,9,1,8)
  1072       21:U       21:U       1 (3,2,4,4,2,6,8,5,7,6,9,9,3,9,1,7)
  1073       21:U       21:U       0.998 (8,9,8,7,5,3,8,5,8,10,9,9,3,9,2,6)
  1074       21:U       21:U       1 (6,11,8,9,5,5,8,6,7,7,9,10,3,9,1,8)
  1075       21:U       21:U       0.992 (4,5,4,8,2,7,4,15,6,7,12,8,3,9,0,8)
  1076       21:U       21:U       0.996 (6,10,6,8,3,4,9,5,8,11,11,8,3,9,2,6)
  1077       21:U        4:D   +   0.424 (6,9,5,4,3,8,6,5,5,6,6,7,4,7,3,6)
  1078       21:U       21:U       0.98 (4,7,5,5,4,5,8,5,6,9,7,9,3,9,3,6)
  1079       21:U       17:Q   +   0.366 (4,6,6,4,4,7,8,8,6,6,6,10,3,8,5,6)
  1080       21:U       21:U       0.999 (3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8)
  1081       21:U       14:N   +   0.707 (9,12,8,6,3,5,4,5,5,4,8,7,6,7,2,7)
  1082       21:U       21:U       0.999 (4,5,5,3,2,6,8,6,7,7,10,9,3,9,0,8)
  1083       21:U       21:U       0.994 (8,9,9,7,5,3,9,5,8,10,10,10,3,9,2,6)
  1084       21:U       21:U       0.999 (3,3,4,5,2,8,4,14,5,7,12,8,3,9,0,8)
  1085       21:U       21:U       0.999 (4,5,5,4,2,4,8,5,7,11,10,9,3,9,2,6)
  1086       21:U       21:U       1 (3,3,3,5,1,8,5,13,5,6,13,8,3,9,0,8)
  1087       21:U       21:U       1 (4,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8)
  1088       21:U       21:U       0.991 (6,7,7,5,4,3,8,5,7,10,9,10,3,9,2,5)
  1089       21:U       21:U       0.976 (3,1,4,2,1,7,8,6,8,7,10,8,3,10,1,8)
  1090       21:U       21:U       0.995 (6,10,6,8,3,7,3,15,6,7,13,8,3,9,0,8)
  1091       21:U       21:U       0.997 (4,10,4,7,2,7,6,14,5,7,13,8,3,9,0,8)
  1092       21:U       21:U       0.711 (6,6,6,4,4,5,8,5,7,8,6,9,5,9,5,3)
  1093       21:U       21:U       0.996 (5,9,5,6,4,8,5,12,4,7,12,8,3,9,0,8)
  1094       21:U       21:U       0.998 (3,7,5,5,3,8,8,6,7,5,9,8,3,9,1,8)
  1095       21:U       21:U       0.998 (5,8,6,6,3,5,8,7,9,10,11,9,3,9,1,7)
  1096       21:U       21:U       0.881 (2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8)
  1097       21:U       13:M   +   0.651 (4,9,6,8,6,7,7,4,3,6,6,9,5,6,2,8)
  1098       21:U        8:H   +   0.408 (8,13,8,7,5,7,6,5,5,7,8,8,5,7,3,8)
  1099       21:U       21:U       1 (6,10,8,8,5,5,8,6,8,7,10,10,3,9,1,8)
  1100       21:U       13:M   +   0.765 (4,10,6,8,10,9,8,4,4,6,7,8,9,7,8,8)
  1101       21:U       21:U       0.999 (3,6,3,4,1,7,5,13,5,7,13,8,3,9,0,8)
  1102       21:U       21:U       0.995 (4,8,6,6,3,4,8,7,7,9,11,11,3,9,0,8)
  1103       21:U       14:N   +   0.838 (3,6,5,5,4,7,7,4,4,6,6,8,4,8,1,7)
  1104       21:U       14:N   +   0.853 (8,12,7,7,3,5,4,5,5,4,7,8,6,8,2,7)
  1105       21:U       21:U       0.999 (3,5,4,3,2,4,8,5,7,10,9,9,3,9,2,6)
  1106       21:U       21:U       0.996 (3,9,4,6,3,7,6,13,4,6,10,8,3,9,0,8)
  1107       21:U       21:U       1 (3,3,4,2,2,7,8,6,7,6,9,9,3,9,1,8)
  1108       21:U       21:U       1 (5,10,6,8,5,6,9,5,7,6,9,9,3,9,1,8)
  1109       21:U       21:U       0.992 (4,4,5,3,2,4,8,5,7,12,10,9,3,9,2,7)
  1110        3:C        3:C       0.983 (3,6,5,4,1,6,6,6,10,7,5,13,1,9,4,9)
  1111        3:C        3:C       0.994 (2,3,3,4,1,6,7,7,9,9,6,13,1,9,4,9)
  1112        3:C        3:C       1 (2,1,3,2,1,6,8,7,7,8,7,13,1,10,4,10)
  1113        3:C        3:C       1 (2,4,2,2,1,4,8,5,7,11,9,12,1,9,3,8)
  1114        3:C       17:Q   +   0.998 (5,10,4,5,3,8,7,4,2,8,8,10,3,9,7,13)
  1115        3:C        3:C       1 (2,5,3,4,2,6,8,7,8,9,8,13,1,10,4,10)
  1116        3:C        3:C       0.997 (3,8,4,6,2,5,8,8,8,9,8,13,2,10,4,10)
  1117        3:C        3:C       0.995 (6,10,7,8,4,6,8,7,8,13,8,10,2,11,3,7)
  1118        3:C        7:G   +   0.535 (4,9,6,7,4,7,8,8,6,6,6,9,4,7,4,8)
  1119        3:C       11:K   +   0.509 (6,10,8,8,5,8,7,8,7,7,6,9,4,8,4,9)
  1120        3:C        3:C       0.913 (3,3,4,4,1,5,8,6,9,6,7,11,1,7,4,9)
  1121        3:C        3:C       1 (3,7,4,5,2,5,8,7,7,8,8,14,1,9,4,10)
  1122        3:C       11:K   +   0.241 (4,7,5,5,5,5,7,4,4,7,6,10,6,9,5,9)
  1123        3:C        3:C       0.92 (4,7,5,5,3,6,7,6,8,7,6,11,1,9,4,9)
  1124        3:C        3:C       0.487 (1,0,1,1,0,6,7,6,7,7,6,13,0,8,4,10)
  1125        3:C        3:C       0.999 (2,4,3,3,1,4,8,5,7,11,9,12,1,9,2,7)
  1126        3:C        3:C       0.953 (4,9,5,7,3,6,8,6,8,7,6,14,1,8,4,9)
  1127        3:C        3:C       0.996 (2,4,3,3,1,4,9,4,7,11,9,12,1,9,2,7)
  1128        3:C        3:C       0.494 (5,9,4,5,3,7,6,4,4,9,9,11,4,10,9,10)
  1129        3:C        3:C       0.922 (5,5,6,7,2,5,7,6,11,7,6,14,1,8,4,9)
  1130        3:C        3:C       1 (6,11,6,8,3,5,8,7,8,13,10,11,2,10,3,7)
  1131        3:C        3:C       0.998 (4,7,5,5,2,6,8,7,11,6,6,13,1,7,4,8)
  1132        3:C        3:C       0.978 (3,5,4,4,2,6,8,7,7,9,8,12,2,10,4,10)
