

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    89        3:3        1:1   +   0.998 (25,2,3,4,1,0,3,2,0)
    90        3:3        2:2   +   0.6 (36,4,4,6,0,1,1,2,1)
    91        3:3        2:2   +   0.998 (33,4,4,2,0,0,1,3,0)
    92        3:3        3:3       0.417 (32,2,4,5,1,1,3,4,0)
    93        3:3        3:3       0.998 (30,2,3,3,1,1,3,3,0)
    94        3:3        3:3       0.999 (32,4,4,3,1,0,1,4,0)
    95        3:3        3:3       0.571 (46,2,2,5,1,1,2,4,0)
    96        3:3        3:3       0.458 (28,3,4,5,1,1,2,4,0)
    97        3:3        1:1   +   0.998 (28,3,3,4,1,1,3,3,0)
    98        3:3        2:2   +   0.666 (42,4,4,3,0,1,2,4,0)
    99        3:3        3:3       1 (25,3,3,3,1,1,3,3,0)
   100        3:3        3:3       0.667 (22,4,4,1,1,1,2,4,0)
   101        3:3        1:1   +   0.75 (23,2,2,1,1,1,2,4,0)
   102        3:3        3:3       0.998 (39,3,3,8,1,0,1,4,0)
   103        3:3        1:1   +   0.333 (25,4,4,1,1,1,1,4,0)
   104        3:3        3:3       0.6 (39,3,4,2,1,1,1,3,0)
   105        3:3        1:1   +   0.6 (35,4,4,1,0,1,1,4,0)
   106        3:3        3:3       0.998 (32,1,3,4,1,1,3,3,0)
   107        3:3        2:2   +   0.429 (27,4,4,3,1,1,3,4,1)
   108        3:3        2:2   +   0.998 (30,4,3,4,1,1,3,3,0)
   109        3:3        1:1   +   0.333 (43,3,3,2,0,0,3,4,0)
   110        3:3        2:2   +   0.6 (28,4,4,5,1,1,2,4,0)
   111        3:3        3:3       0.999 (38,3,4,3,1,1,3,2,0)
   112        3:3        3:3       0.998 (37,4,4,3,1,1,2,4,0)
   113        3:3        2:2   +   0.998 (24,4,4,1,1,1,1,4,0)
   114        3:3        3:3       0.998 (19,3,3,3,1,1,2,3,0)
   115        3:3        1:1   +   0.998 (28,3,4,2,1,1,3,4,0)
   116        3:3        2:2   +   0.571 (30,4,4,2,0,0,3,3,0)
   117        3:3        1:1   +   0.998 (20,4,3,1,1,1,3,4,0)

