

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
     2    1:unacc    1:unacc       0.94 (low,med,3,4,big,low)
     3    1:unacc    1:unacc       1 (med,med,5more,2,med,low)
     4    1:unacc    1:unacc       0.997 (high,vhigh,5more,2,small,high)
     5    1:unacc    1:unacc       0.995 (med,vhigh,5more,2,med,med)
     6    1:unacc    1:unacc       0.585 (high,vhigh,3,4,small,med)
     7    1:unacc    1:unacc       1 (high,med,5more,2,med,low)
     8    1:unacc    1:unacc       0.993 (med,vhigh,4,more,big,low)
     9    1:unacc    1:unacc       0.986 (med,low,5more,2,small,med)
    10    1:unacc    1:unacc       0.98 (med,high,3,4,big,low)
    11    1:unacc    1:unacc       0.99 (med,low,2,2,small,med)
    12    1:unacc    1:unacc       0.978 (low,med,3,4,small,low)
    13    1:unacc    1:unacc       0.992 (high,med,5more,4,big,low)
    14    1:unacc    1:unacc       0.997 (high,high,2,2,small,high)
    15    1:unacc    1:unacc       0.974 (low,low,5more,2,small,high)
    16    1:unacc    1:unacc       0.979 (med,low,3,2,med,med)
    17    1:unacc    1:unacc       0.982 (med,med,4,2,big,med)
    18    1:unacc    1:unacc       1 (high,vhigh,4,2,med,low)
    19    1:unacc    1:unacc       0.996 (high,low,2,4,big,low)
    20    1:unacc    1:unacc       0.996 (high,low,2,more,med,low)
    21    1:unacc    1:unacc       0.985 (med,high,3,4,med,low)
    22    1:unacc      2:acc   +   0.592 (vhigh,low,4,4,small,med)
    23    1:unacc    1:unacc       0.993 (high,high,5more,more,big,low)
    24    1:unacc    1:unacc       0.997 (med,vhigh,3,2,small,med)
    25    1:unacc      2:acc   +   0.55 (high,vhigh,3,4,big,med)
    26    1:unacc    1:unacc       1 (high,med,4,2,med,low)
    27    1:unacc    1:unacc       0.987 (med,med,3,more,small,low)
    28    1:unacc    1:unacc       0.905 (low,med,3,2,big,high)
    29    1:unacc    1:unacc       0.994 (med,vhigh,5more,4,med,low)
    30    1:unacc    1:unacc       0.985 (med,med,3,4,small,low)
    31    1:unacc    1:unacc       0.996 (med,vhigh,2,more,med,low)
    32    1:unacc    1:unacc       0.982 (low,high,4,4,med,low)
    33    1:unacc    1:unacc       0.927 (low,low,3,2,med,high)
    34    1:unacc    1:unacc       0.995 (med,vhigh,3,2,big,med)
    35    1:unacc    1:unacc       0.995 (med,vhigh,2,2,med,high)
    36    1:unacc    1:unacc       0.995 (high,med,2,more,big,low)
    37    1:unacc    1:unacc       1 (high,low,5more,2,med,low)
    38    1:unacc      2:acc   +   0.576 (high,vhigh,3,more,med,high)
    39    1:unacc    1:unacc       0.999 (low,med,3,2,big,low)
    40    1:unacc    1:unacc       0.986 (med,low,4,more,small,low)
    41    1:unacc    1:unacc       0.976 (vhigh,low,5more,2,big,high)
    42    1:unacc    1:unacc       0.973 (med,low,2,4,big,low)
    43    1:unacc    1:unacc       0.995 (med,vhigh,2,4,big,low)
    44    1:unacc    1:unacc       0.976 (med,low,2,more,big,low)
    45    1:unacc    1:unacc       1 (vhigh,low,3,2,med,low)
    46    1:unacc    1:unacc       0.509 (med,vhigh,5more,4,small,med)
    47    1:unacc    1:unacc       1 (med,vhigh,2,2,med,low)
    48    1:unacc    1:unacc       0.996 (high,low,4,4,small,low)
    49    1:unacc    1:unacc       0.976 (low,med,4,2,big,med)
    50    1:unacc    1:unacc       0.997 (high,vhigh,4,more,small,low)
    51    1:unacc    1:unacc       0.993 (vhigh,low,5more,2,small,med)
    52    1:unacc    1:unacc       0.99 (low,high,2,4,med,low)
    53    1:unacc    1:unacc       0.994 (med,high,2,2,big,med)
    54    1:unacc    1:unacc       0.974 (low,low,4,4,small,low)
    55    1:unacc    1:unacc       1 (med,low,4,2,med,low)
    56    1:unacc    1:unacc       1 (high,high,5more,2,big,low)
    57    1:unacc    1:unacc       0.995 (med,vhigh,4,2,big,med)
    58    1:unacc    1:unacc       0.994 (high,high,5more,2,big,med)
    59    1:unacc    1:unacc       0.985 (med,low,3,more,small,low)
    60    1:unacc    1:unacc       0.994 (high,high,3,more,med,low)
    61    1:unacc    1:unacc       0.998 (high,vhigh,3,more,small,low)
    62    1:unacc    1:unacc       0.511 (high,vhigh,4,more,small,high)
    63    1:unacc    1:unacc       0.997 (high,med,5more,2,small,med)
    64    1:unacc    1:unacc       0.991 (vhigh,low,4,2,small,high)
    65    1:unacc    1:unacc       0.992 (med,med,2,2,small,med)
    66    1:unacc    1:unacc       0.996 (med,vhigh,3,4,small,low)
    67    1:unacc    1:unacc       0.984 (low,med,4,2,small,med)
    68    1:unacc    1:unacc       0.988 (low,med,2,2,small,med)
    69    1:unacc    1:unacc       0.571 (low,vhigh,4,more,small,med)
    70    1:unacc      2:acc   +   0.627 (high,vhigh,3,4,big,high)
    71    1:unacc    1:unacc       0.993 (high,low,4,4,big,low)
    72    1:unacc    1:unacc       0.998 (low,vhigh,2,more,small,low)
    73    1:unacc    1:unacc       1 (low,high,2,2,small,low)
    74    1:unacc    1:unacc       0.992 (med,high,3,2,med,med)
    75    1:unacc      2:acc   +   0.455 (med,med,2,more,small,high)
    76    1:unacc    1:unacc       0.976 (med,med,2,more,big,low)
    77    1:unacc    1:unacc       0.998 (low,vhigh,2,4,small,low)
    78    1:unacc      2:acc   +   0.517 (high,vhigh,3,4,med,med)
    79    1:unacc    1:unacc       0.997 (high,med,2,2,med,med)
    80    1:unacc    1:unacc       0.993 (low,high,4,2,small,high)
    81    1:unacc    1:unacc       0.966 (med,med,3,4,med,low)
    82    1:unacc    1:unacc       0.988 (med,med,3,2,small,med)
    83    1:unacc    1:unacc       0.923 (med,med,5more,2,big,high)
    84    1:unacc    1:unacc       0.986 (med,low,4,2,small,med)
    85    1:unacc    1:unacc       0.941 (low,low,3,more,big,low)
    86    1:unacc    1:unacc       1 (low,vhigh,4,2,small,low)
    87    1:unacc    1:unacc       0.992 (high,med,3,4,big,low)
    88    1:unacc    1:unacc       1 (med,low,3,2,small,low)
    89    1:unacc    1:unacc       0.994 (med,vhigh,3,more,med,low)
    90    1:unacc    1:unacc       0.979 (low,low,5more,2,small,med)
    91    4:vgood    4:vgood       0.462 (med,med,4,more,big,high)
    92    4:vgood    4:vgood       0.421 (low,med,2,more,big,high)
    93    4:vgood      2:acc   +   0.394 (med,med,2,4,big,high)
    94    4:vgood      2:acc   +   0.466 (low,high,4,more,big,high)
    95    4:vgood      2:acc   +   0.46 (low,high,5more,more,big,high)
    96    4:vgood      2:acc   +   0.52 (low,high,5more,4,med,high)
    97      2:acc      2:acc       0.581 (high,low,4,more,big,med)
    98      2:acc      2:acc       0.463 (med,med,2,4,small,high)
    99      2:acc     3:good   +   0.409 (low,low,2,4,med,med)
   100      2:acc      2:acc       0.629 (high,med,3,4,big,med)
   101      2:acc      2:acc       0.513 (med,med,3,4,small,high)
   102      2:acc      2:acc       0.371 (med,low,3,4,small,med)
   103      2:acc      2:acc       0.628 (med,high,4,4,med,high)
   104      2:acc      2:acc       0.465 (med,med,5more,more,small,med)
   105      2:acc      2:acc       0.509 (med,med,3,more,small,high)
   106      2:acc    1:unacc   +   0.506 (low,vhigh,3,more,small,high)
   107      2:acc     3:good   +   0.422 (low,low,4,4,small,med)
   108      2:acc      2:acc       0.734 (high,high,3,4,big,high)
   109      2:acc      2:acc       0.496 (low,high,2,more,med,high)
   110      2:acc      2:acc       0.592 (med,vhigh,4,4,med,med)
   111      2:acc      2:acc       0.391 (med,low,5more,more,small,med)
   112      2:acc      2:acc       0.72 (high,high,5more,more,big,high)
   113      2:acc    1:unacc   +   0.547 (high,low,2,4,small,high)
   114      2:acc      2:acc       0.662 (med,vhigh,5more,4,big,high)
   115      2:acc    1:unacc   +   0.513 (high,low,2,more,big,med)
   116      2:acc      2:acc       0.607 (high,med,2,4,big,high)
   117      2:acc      2:acc       0.496 (low,vhigh,2,4,med,high)
   118      2:acc     3:good   +   0.459 (low,low,3,4,small,med)
   119      2:acc      2:acc       0.476 (med,med,2,4,med,med)
   120      2:acc      2:acc       0.677 (med,high,5more,4,small,high)
   121      2:acc      2:acc       0.639 (high,high,4,4,small,high)
   122      2:acc      2:acc       0.585 (med,vhigh,2,4,big,high)
   123      2:acc      2:acc       0.604 (high,high,3,more,small,high)
   124      2:acc      2:acc       0.622 (low,high,3,more,med,med)
   125      2:acc      2:acc       0.64 (high,high,2,more,big,high)
   126      2:acc      2:acc       0.709 (med,high,5more,more,big,med)
   127      2:acc      2:acc       0.415 (med,med,2,4,med,high)
   128      2:acc      2:acc       0.647 (vhigh,low,3,more,med,med)
   129      2:acc      2:acc       0.653 (vhigh,low,5more,4,small,high)
   130      2:acc      2:acc       0.563 (med,vhigh,5more,more,med,med)
   131      2:acc      2:acc       0.65 (med,vhigh,4,4,med,high)
   132     3:good      2:acc   +   0.408 (low,med,5more,4,small,high)
   133     3:good     3:good       0.371 (low,low,2,4,small,high)
   134     3:good     3:good       0.383 (low,low,5more,more,big,med)
   135     3:good      2:acc   +   0.389 (low,med,2,more,big,med)
   136     3:good      2:acc   +   0.425 (med,low,2,more,big,med)
   137     3:good     3:good       0.394 (low,low,4,more,med,med)
   138     3:good      2:acc   +   0.466 (med,low,4,4,med,med)

