@relation ArtificialCharacters-weka.filters.supervised.attribute.NominalToBinary

@attribute CLASS {A,C,D,E,F,G,H,L,P,R}
@attribute OBJNUM numeric
@attribute TYPE string
@attribute XX1 numeric
@attribute YY1 numeric
@attribute XX2 numeric
@attribute YY2 numeric
@attribute SIZE numeric
@attribute DIAG numeric

@data
E,2,line,0,22,21,20,21.1,54.2
E,3,line,0,47,27,45,27.07,54.2
E,4,line,0,0,22,0,22,54.2
E,0,line,0,0,0,9,9,31.11
E,1,line,0,9,2,21,12.17,31.11
E,2,line,0,9,16,7,16.12,31.11
E,3,line,2,21,22,22,20.02,31.11
E,4,line,0,0,18,2,18.11,31.11
E,0,line,0,0,0,7,7,17.8
E,1,line,0,7,0,13,6,17.8
E,2,line,0,7,11,7,11,17.8
E,3,line,0,13,8,13,8,17.8
E,4,line,0,0,8,-1,8.06,17.8
E,0,line,0,0,0,13,13,29.83
E,1,line,0,13,2,21,8.25,29.83
E,2,line,0,13,9,13,9,29.83
E,3,line,2,21,11,21,9,29.83
E,4,line,0,0,19,-2,19.1,29.83
E,0,line,0,0,0,14,14,26.63
E,1,line,0,14,0,20,6,26.63
E,2,line,0,14,15,14,15,26.63
E,3,line,0,20,7,19,7.07,26.63
E,4,line,0,0,7,-2,7.28,26.63
E,0,line,0,0,0,8,8,29.55
E,1,line,0,8,2,24,16.12,29.55
E,2,line,0,8,9,8,9,29.55
E,3,line,2,24,12,25,10.05,29.55
E,4,line,0,0,9,-2,9.22,29.55
E,0,line,0,0,0,11,11,50.21
E,1,line,0,11,2,35,24.08,50.21
E,2,line,0,11,18,12,18.03,50.21
E,3,line,2,35,36,34,34.01,50.21
E,4,line,0,0,19,0,19,50.21
E,0,line,0,0,0,7,7,31.06
E,1,line,0,7,0,26,19,31.06
E,2,line,0,7,10,5,10.2,31.06
E,3,line,0,26,7,26,7,31.06
E,4,line,0,0,17,1,17.03,31.06
E,0,line,0,0,0,11,11,48.17
E,1,line,0,11,2,35,24.08,48.17
E,2,line,0,11,11,10,11.05,48.17
E,3,line,2,35,32,35,30,48.17
E,4,line,0,0,22,-1,22.02,48.17
E,0,line,0,0,0,22,22,46.07
E,1,line,0,22,0,37,15,46.07
E,2,line,0,22,21,22,21,46.07
E,3,line,0,37,8,39,8.25,46.07
E,4,line,0,0,15,-2,15.13,46.07
E,0,line,0,0,0,11,11,34.06
E,1,line,0,11,2,26,15.13,34.06
E,2,line,0,11,20,13,20.1,34.06
E,3,line,2,26,22,26,20,34.06
E,4,line,0,0,7,0,7,34.06
E,0,line,0,0,0,12,12,48.92
E,1,line,0,12,0,36,24,48.92
E,2,line,0,12,11,10,11.18,48.92
E,3,line,0,36,32,37,32.02,48.92
E,4,line,0,0,29,1,29.02,48.92
E,0,line,0,0,0,21,21,58.01
E,1,line,0,21,1,45,24.02,58.01
E,2,line,0,21,22,21,22,58.01
E,3,line,1,45,25,43,24.08,58.01
E,4,line,0,0,34,-2,34.06,58.01
E,0,line,0,0,0,13,13,46.69
E,1,line,0,13,2,32,19.1,46.69
E,2,line,0,13,28,12,28.02,46.69
E,3,line,2,32,32,34,30.07,46.69
E,4,line,0,0,24,0,24,46.69
F,0,line,0,0,0,18,18,34.06
F,1,line,0,18,2,24,6.32,34.06
F,2,line,0,18,21,19,21.02,34.06
F,3,line,2,24,22,26,20.1,34.06
F,0,line,0,0,0,25,25,48.17
F,1,line,0,25,2,35,10.2,48.17
F,2,line,0,25,32,27,32.06,48.17
F,3,line,2,35,18,36,16.03,48.17
F,0,line,0,0,0,12,12,26.25
F,1,line,0,12,2,20,8.25,26.25
F,2,line,0,12,10,12,10,26.25
F,3,line,2,20,17,19,15.03,26.25
F,0,line,0,0,0,14,14,27.66
F,1,line,0,14,1,20,6.08,27.66
F,2,line,0,14,18,13,18.03,27.66
F,3,line,1,20,14,21,13.04,27.66
F,0,line,0,0,0,22,22,46.32
F,1,line,0,22,2,39,17.12,46.32
F,2,line,0,22,12,21,12.04,46.32
F,3,line,2,39,25,39,23,46.32
F,0,line,0,0,0,6,6,21.47
F,1,line,0,6,1,18,12.04,21.47
F,2,line,0,6,10,7,10.05,21.47
F,3,line,1,18,8,19,7.07,21.47
F,0,line,0,0,0,13,13,37.54
F,1,line,0,13,0,28,15,37.54
F,2,line,0,13,25,13,25,37.54
F,3,line,0,28,15,27,15.03,37.54
F,0,line,0,0,0,12,12,24.08
F,1,line,0,12,0,18,6,24.08
F,2,line,0,12,16,12,16,24.08
F,3,line,0,18,9,17,9.06,24.08
F,0,line,0,0,0,7,7,23.41
F,1,line,0,7,0,20,13,23.41
F,2,line,0,7,8,7,8,23.41
F,3,line,0,20,7,22,7.28,23.41
F,0,line,0,0,0,16,16,46.04
F,1,line,0,16,0,38,22,46.04
F,2,line,0,16,7,15,7.07,46.04
F,3,line,0,38,26,38,26,46.04
F,0,line,0,0,0,7,7,18.79
F,1,line,0,7,1,17,10.05,18.79
F,2,line,0,7,8,9,8.25,18.79
F,3,line,1,17,7,15,6.32,18.79
F,0,line,0,0,0,15,15,32.02
F,1,line,0,15,0,25,10,32.02
F,2,line,0,15,11,17,11.18,32.02
F,3,line,0,25,20,23,20.1,32.02
F,0,line,0,0,0,8,8,27.8
F,1,line,0,8,0,22,14,27.8
F,2,line,0,8,17,7,17.03,27.8
F,3,line,0,22,15,22,15,27.8
F,0,line,0,0,0,20,20,34.71
F,1,line,0,20,1,26,6.08,34.71
F,2,line,0,20,23,19,23.02,34.71
F,3,line,1,26,7,26,6,34.71
F,0,line,0,0,0,6,6,35.11
F,1,line,0,6,2,31,25.08,35.11
F,2,line,0,6,12,6,12,35.11
F,3,line,2,31,8,33,6.32,35.11
F,0,line,0,0,0,19,19,39.82
F,1,line,0,19,1,33,14.04,39.82
F,2,line,0,19,19,19,19,39.82
F,3,line,1,33,9,35,8.25,39.82
F,0,line,0,0,0,11,11,28.32
F,1,line,0,11,2,21,10.2,28.32
F,2,line,0,11,8,11,8,28.32
F,3,line,2,21,19,21,17,28.32
F,0,line,0,0,0,16,16,51.66
F,1,line,0,16,1,38,22.02,51.66
F,2,line,0,16,14,18,14.14,51.66
F,3,line,1,38,35,37,34.01,51.66
F,0,line,0,0,0,23,23,44.55
F,1,line,0,23,2,32,9.22,44.55
F,2,line,0,23,31,24,31.02,44.55
F,3,line,2,32,22,32,20,44.55
F,0,line,0,0,0,21,21,56.59
F,1,line,0,21,1,41,20.02,56.59
F,2,line,0,21,10,21,10,56.59
F,3,line,1,41,39,39,38.05,56.59
F,0,line,0,0,0,8,8,32.8
F,1,line,0,8,2,25,17.12,32.8
F,2,line,0,8,11,6,11.18,32.8
F,3,line,2,25,20,26,18.03,32.8
F,0,line,0,0,0,13,13,26.63
F,1,line,0,13,2,20,7.28,26.63
F,2,line,0,13,12,14,12.04,26.63
F,3,line,2,20,15,22,13.15,26.63
F,0,line,0,0,0,14,14,44.1
F,1,line,0,14,1,35,21.02,44.1
F,2,line,0,14,24,14,24,44.1
F,3,line,1,35,9,37,8.25,44.1
F,0,line,0,0,0,11,11,26.57
F,1,line,0,11,0,25,14,26.57
F,2,line,0,11,7,10,7.07,26.57
F,3,line,0,25,9,25,9,26.57
F,0,line,0,0,0,8,8,21.63
F,1,line,0,8,2,17,9.22,21.63
F,2,line,0,8,12,8,12,21.63
F,3,line,2,17,8,18,6.08,21.63
F,0,line,0,0,0,14,14,24.17
F,1,line,0,14,0,20,6,24.17
F,2,line,0,14,7,14,7,24.17
F,3,line,0,20,10,22,10.2,24.17
F,0,line,0,0,0,14,14,46.65
F,1,line,0,14,1,38,24.02,46.65
F,2,line,0,14,24,13,24.02,46.65
F,3,line,1,38,23,40,22.09,46.65
F,0,line,0,0,0,21,21,62.94
F,1,line,0,21,1,45,24.02,62.94
F,2,line,0,21,44,20,44.01,62.94
F,3,line,1,45,40,45,39,62.94
F,0,line,0,0,0,12,12,38.91
F,1,line,0,12,1,35,23.02,38.91
F,2,line,0,12,16,12,16,38.91
F,3,line,1,35,17,34,16.03,38.91
F,0,line,0,0,0,8,8,29.07
F,1,line,0,8,0,22,14,29.07
F,2,line,0,8,19,6,19.1,29.07
F,3,line,0,22,19,20,19.1,29.07
F,0,line,0,0,0,12,12,38.6
F,1,line,0,12,0,31,19,38.6
F,2,line,0,12,15,12,15,38.6
F,3,line,0,31,23,29,23.09,38.6
F,0,line,0,0,0,8,8,27.66
F,1,line,0,8,0,21,13,27.66
F,2,line,0,8,18,8,18,27.66
F,3,line,0,21,18,21,18,27.66
F,0,line,0,0,0,24,24,54.92
F,1,line,0,24,2,46,22.09,54.92
F,2,line,0,24,12,25,12.04,54.92
F,3,line,2,46,30,45,28.02,54.92
F,0,line,0,0,0,6,6,36.72
F,1,line,0,6,0,31,25,36.72
F,2,line,0,6,18,6,18,36.72
F,3,line,0,31,18,32,18.03,36.72
F,0,line,0,0,0,23,23,56.85
F,1,line,0,23,2,44,21.1,56.85
F,2,line,0,23,8,23,8,56.85
F,3,line,2,44,36,43,34.01,56.85
F,0,line,0,0,0,20,20,52.2
F,1,line,0,20,0,40,20,52.2
F,2,line,0,20,16,22,16.12,52.2
F,3,line,0,40,31,42,31.06,52.2
F,0,line,0,0,0,24,24,35.69
F,1,line,0,24,1,35,11.05,35.69
F,2,line,0,24,6,22,6.32,35.69
F,3,line,1,35,7,33,6.32,35.69
F,0,line,0,0,0,23,23,51.4
F,1,line,0,23,2,41,18.11,51.4
F,2,line,0,23,16,23,16,51.4
F,3,line,2,41,31,41,29,51.4
F,0,line,0,0,0,6,6,33.24
F,1,line,0,6,1,29,23.02,33.24
F,2,line,0,6,12,8,12.17,33.24
F,3,line,1,29,11,31,10.2,33.24
F,0,line,0,0,0,19,19,48.84
F,1,line,0,19,2,36,17.12,48.84
F,2,line,0,19,33,19,33,48.84
F,3,line,2,36,23,35,21.02,48.84
F,0,line,0,0,0,25,25,41.34
F,1,line,0,25,0,33,8,41.34
F,2,line,0,25,22,23,22.09,41.34
F,3,line,0,33,7,35,7.28,41.34
F,0,line,0,0,0,13,13,35
F,1,line,0,13,0,26,13,35
F,2,line,0,13,21,12,21.02,35
F,3,line,0,26,6,28,6.32,35
F,0,line,0,0,0,12,12,48.1
F,1,line,0,12,0,35,23,48.1
F,2,line,0,12,33,12,33,48.1
F,3,line,0,35,9,35,9,48.1
F,0,line,0,0,0,22,22,35.81
F,1,line,0,22,2,28,6.32,35.81
F,2,line,0,22,15,22,15,35.81
F,3,line,2,28,21,29,19.03,35.81
F,0,line,0,0,0,21,21,58.9
F,1,line,0,21,2,45,24.08,58.9
F,2,line,0,21,30,23,30.07,58.9
F,3,line,2,45,38,45,36,58.9
F,0,line,0,0,0,8,8,24.41
F,1,line,0,8,0,20,12,24.41
F,2,line,0,8,14,8,14,24.41
F,3,line,0,20,11,19,11.05,24.41
F,0,line,0,0,0,20,20,44.38
F,1,line,0,20,1,43,23.02,44.38
F,2,line,0,20,11,18,11.18,44.38
F,3,line,1,43,9,41,8.25,44.38
F,0,line,0,0,0,17,17,47.63
F,1,line,0,17,0,36,19,47.63
F,2,line,0,17,28,17,28,47.63
F,3,line,0,36,30,37,30.02,47.63
F,0,line,0,0,0,25,25,53.25
F,1,line,0,25,1,44,19.03,53.25
F,2,line,0,25,15,24,15.03,53.25
F,3,line,1,44,30,43,29.02,53.25
F,0,line,0,0,0,20,20,49.24
F,1,line,0,20,0,42,22,49.24
F,2,line,0,20,10,21,10.05,49.24
F,3,line,0,42,24,43,24.02,49.24
F,0,line,0,0,0,7,7,29.21
F,1,line,0,7,2,23,16.12,29.21
F,2,line,0,7,7,5,7.28,29.21
F,3,line,2,23,18,23,16,29.21
F,0,line,0,0,0,24,24,41.77
F,1,line,0,24,0,31,7,41.77
F,2,line,0,24,28,24,28,41.77
F,3,line,0,31,17,31,17,41.77
F,0,line,0,0,0,9,9,42.01
F,1,line,0,9,0,31,22,42.01
F,2,line,0,9,26,7,26.08,42.01
F,3,line,0,31,10,33,10.2,42.01
F,0,line,0,0,0,6,6,18.87
F,1,line,0,6,1,14,8.06,18.87
F,2,line,0,6,7,8,7.28,18.87
F,3,line,1,14,10,16,9.22,18.87
F,0,line,0,0,0,13,13,33.3
F,1,line,0,13,2,23,10.2,33.3
F,2,line,0,13,14,15,14.14,33.3
F,3,line,2,23,22,25,20.1,33.3
F,0,line,0,0,0,14,14,30.61
F,1,line,0,14,0,24,10,30.61
F,2,line,0,14,19,14,19,30.61
F,3,line,0,24,9,24,9,30.61
F,0,line,0,0,0,19,19,38.01
F,1,line,0,19,1,31,12.04,38.01
F,2,line,0,19,22,19,22,38.01
F,3,line,1,31,7,30,6.08,38.01
F,0,line,0,0,0,18,18,59.41
F,1,line,0,18,2,43,25.08,59.41
F,2,line,0,18,25,18,25,59.41
F,3,line,2,43,41,43,39,59.41
F,0,line,0,0,0,18,18,31.4
F,1,line,0,18,0,24,6,31.4
F,2,line,0,18,10,17,10.05,31.4
F,3,line,0,24,19,25,19.03,31.4
F,0,line,0,0,0,20,20,46.86
F,1,line,0,20,1,36,16.03,46.86
F,2,line,0,20,25,20,25,46.86
F,3,line,1,36,30,36,29,46.86
F,0,line,0,0,0,8,8,23.77
F,1,line,0,8,2,22,14.14,23.77
F,2,line,0,8,7,8,7,23.77
F,3,line,2,22,9,21,7.07,23.77
F,0,line,0,0,0,23,23,48.37
F,1,line,0,23,2,42,19.1,48.37
F,2,line,0,23,24,21,24.08,48.37
F,3,line,2,42,22,42,20,48.37
F,0,line,0,0,0,8,8,22.8
F,1,line,0,8,1,17,9.06,22.8
F,2,line,0,8,8,8,8,22.8
F,3,line,1,17,14,18,13.04,22.8
F,0,line,0,0,0,18,18,34.93
F,1,line,0,18,1,31,13.04,34.93
F,2,line,0,18,14,19,14.04,34.93
F,3,line,1,31,8,32,7.07,34.93
F,0,line,0,0,0,18,18,47.8
F,1,line,0,18,0,36,18,47.8
F,2,line,0,18,29,17,29.02,47.8
F,3,line,0,36,19,38,19.1,47.8
F,0,line,0,0,0,9,9,38.08
F,1,line,0,9,2,32,23.09,38.08
F,2,line,0,9,19,10,19.03,38.08
F,3,line,2,32,12,33,10.05,38.08
F,0,line,0,0,0,9,9,46.67
F,1,line,0,9,2,33,24.08,46.67
F,2,line,0,9,18,11,18.11,46.67
F,3,line,2,33,33,32,31.02,46.67
F,0,line,0,0,0,9,9,19.85
F,1,line,0,9,0,15,6,19.85
F,2,line,0,9,13,10,13.04,19.85
F,3,line,0,15,9,13,9.22,19.85
F,0,line,0,0,0,8,8,31.3
F,1,line,0,8,0,26,18,31.3
F,2,line,0,8,8,6,8.25,31.3
F,3,line,0,26,14,28,14.14,31.3
F,0,line,0,0,0,14,14,53.26
F,1,line,0,14,0,39,25,53.26
F,2,line,0,14,26,14,26,53.26
F,3,line,0,39,34,41,34.06,53.26
F,0,line,0,0,0,23,23,45.97
F,1,line,0,23,0,33,10,45.97
F,2,line,0,23,30,23,30,45.97
F,3,line,0,33,32,31,32.06,45.97
F,0,line,0,0,0,17,17,50.25
F,1,line,0,17,0,35,18,50.25
F,2,line,0,17,34,16,34.01,50.25
F,3,line,0,35,28,37,28.07,50.25
F,0,line,0,0,0,23,23,58.9
F,1,line,0,23,2,45,22.09,58.9
F,2,line,0,23,38,21,38.05,58.9
F,3,line,2,45,30,45,28,58.9
F,0,line,0,0,0,12,12,34.41
F,1,line,0,12,0,26,14,34.41
F,2,line,0,12,20,11,20.02,34.41
F,3,line,0,26,11,28,11.18,34.41
F,0,line,0,0,0,17,17,40.31
F,1,line,0,17,1,29,12.04,40.31
F,2,line,0,17,28,17,28,40.31
F,3,line,1,29,22,29,21,40.31
F,0,line,0,0,0,19,19,39.36
F,1,line,0,19,1,35,16.03,39.36
F,2,line,0,19,11,19,11,39.36
F,3,line,1,35,18,35,17,39.36
F,0,line,0,0,0,21,21,36.77
F,1,line,0,21,1,32,11.05,36.77
F,2,line,0,21,14,21,14,36.77
F,3,line,1,32,7,34,6.32,36.77
F,0,line,0,0,0,15,15,37.74
F,1,line,0,15,1,31,16.03,37.74
F,2,line,0,15,18,14,18.03,37.74
F,3,line,1,31,20,32,19.03,37.74
F,0,line,0,0,0,7,7,19.85
F,1,line,0,7,0,15,8,19.85
F,2,line,0,7,10,6,10.05,19.85
F,3,line,0,15,13,14,13.04,19.85
F,0,line,0,0,0,22,22,47.42
F,1,line,0,22,0,35,13,47.42
F,2,line,0,22,32,22,32,47.42
F,3,line,0,35,11,33,11.18,47.42
F,0,line,0,0,0,15,15,48.01
F,1,line,0,15,1,39,24.02,48.01
F,2,line,0,15,28,14,28.02,48.01
F,3,line,1,39,18,38,17.03,48.01
F,0,line,0,0,0,7,7,16.16
F,1,line,0,7,0,13,6,16.16
F,2,line,0,7,6,5,6.32,16.16
F,3,line,0,13,6,15,6.32,16.16
F,0,line,0,0,0,7,7,30.41
F,1,line,0,7,1,26,19.03,30.41
F,2,line,0,7,14,7,14,30.41
F,3,line,1,26,12,27,11.05,30.41
F,0,line,0,0,0,9,9,37.44
F,1,line,0,9,1,31,22.02,37.44
F,2,line,0,9,9,7,9.22,37.44
F,3,line,1,31,21,31,20,37.44
F,0,line,0,0,0,9,9,41.11
F,1,line,0,9,2,31,22.09,41.11
F,2,line,0,9,27,8,27.02,41.11
F,3,line,2,31,24,30,22.02,41.11
F,0,line,0,0,0,8,8,34.83
F,1,line,0,8,1,25,17.03,34.83
F,2,line,0,8,9,8,9,34.83
F,3,line,1,25,22,27,21.1,34.83
F,0,line,0,0,0,20,20,50.21
F,1,line,0,20,2,35,15.13,50.21
F,2,line,0,20,22,20,22,50.21
F,3,line,2,35,36,34,34.01,50.21
F,0,line,0,0,0,14,14,42.72
F,1,line,0,14,0,36,22,42.72
F,2,line,0,14,12,14,12,42.72
F,3,line,0,36,23,36,23,42.72
F,0,line,0,0,0,24,24,45.28
F,1,line,0,24,2,33,9.22,45.28
F,2,line,0,24,31,23,31.02,45.28
F,3,line,2,33,28,32,26.02,45.28
F,0,line,0,0,0,10,10,30.46
F,1,line,0,10,1,28,18.03,30.46
F,2,line,0,10,8,10,8,30.46
F,3,line,1,28,12,28,11,30.46
F,0,line,0,0,0,6,6,24.76
F,1,line,0,6,1,18,12.04,24.76
F,2,line,0,6,6,4,6.32,24.76
F,3,line,1,18,17,18,16,24.76
F,0,line,0,0,0,21,21,48.51
F,1,line,0,21,2,46,25.08,48.51
F,2,line,0,21,11,22,11.05,48.51
F,3,line,2,46,12,47,10.05,48.51
F,0,line,0,0,0,18,18,50.99
F,1,line,0,18,0,37,19,50.99
F,2,line,0,18,7,20,7.28,50.99
F,3,line,0,37,34,38,34.01,50.99
F,0,line,0,0,0,7,7,27.2
F,1,line,0,7,2,26,19.1,27.2
F,2,line,0,7,7,7,7,27.2
F,3,line,2,26,8,26,6,27.2
F,0,line,0,0,0,9,9,17.89
F,1,line,0,9,1,16,7.07,17.89
F,2,line,0,9,6,11,6.32,17.89
F,3,line,1,16,8,14,7.28,17.89
F,0,line,0,0,0,18,18,45.45
F,1,line,0,18,0,34,16,45.45
F,2,line,0,18,9,19,9.06,45.45
F,3,line,0,34,29,35,29.02,45.45
F,0,line,0,0,0,25,25,45.65
F,1,line,0,25,0,40,15,45.65
F,2,line,0,25,22,24,22.02,45.65
F,3,line,0,40,8,39,8.06,45.65
F,0,line,0,0,0,20,20,35.47
F,1,line,0,20,2,27,7.28,35.47
F,2,line,0,20,9,21,9.06,35.47
F,3,line,2,27,23,25,21.1,35.47
F,0,line,0,0,0,15,15,26
F,1,line,0,15,2,22,7.28,26
F,2,line,0,15,10,13,10.2,26
F,3,line,2,22,10,24,8.25,26
F,0,line,0,0,0,6,6,20.12
F,1,line,0,6,0,18,12,20.12
F,2,line,0,6,7,6,7,20.12
F,3,line,0,18,9,16,9.22,20.12
G,0,line,15,0,1,8,16.12,33.54
G,1,line,1,8,0,15,7.07,33.54
G,2,line,0,15,1,23,8.06,33.54
G,3,line,1,23,15,30,15.65,33.54
G,4,line,15,0,14,11,11.05,33.54
G,5,line,15,11,11,11,4,33.54
G,0,line,10,0,1,5,10.3,23.85
G,1,line,1,5,0,10,5.1,23.85
G,2,line,0,10,1,15,5.1,23.85
G,3,line,1,15,10,20,10.3,23.85
G,4,line,10,0,11,9,9.06,23.85
G,5,line,13,9,8,9,5,23.85
G,0,line,7,0,3,2,4.47,14.42
G,1,line,3,2,0,4,3.61,14.42
G,2,line,0,4,0,8,4,14.42
G,3,line,0,8,3,10,3.61,14.42
G,4,line,3,10,7,12,4.47,14.42
G,5,line,7,0,6,6,6.08,14.42
G,6,line,8,6,2,6,6,14.42
G,0,line,7,0,0,4,8.06,15.65
G,1,line,0,4,0,7,3,15.65
G,2,line,0,7,0,11,4,15.65
G,3,line,0,11,7,14,7.62,15.65
G,4,line,7,0,6,11,11.05,15.65
G,5,line,7,11,4,11,3,15.65
G,0,line,12,0,2,4,10.77,27.29
G,1,line,2,4,0,8,4.47,27.29
G,2,line,0,8,0,16,8,27.29
G,3,line,0,16,2,20,4.47,27.29
G,4,line,2,20,12,24,10.77,27.29
G,5,line,12,0,13,11,11.05,27.29
G,6,line,13,11,9,11,4,27.29
G,0,line,13,0,0,5,13.93,19.8
G,1,line,0,5,0,10,5,19.8
G,2,line,0,10,13,14,13.6,19.8
G,3,line,13,0,12,7,7.07,19.8
G,4,line,14,7,9,7,5,19.8
G,0,line,12,0,0,9,15,31.3
G,1,line,0,9,0,18,9,31.3
G,2,line,0,18,12,28,15.62,31.3
G,3,line,12,0,13,6,6.08,31.3
G,4,line,14,6,10,6,4,31.3
G,0,line,37,0,0,15,39.92,58.8
G,1,line,0,15,0,30,15,58.8
G,2,line,0,30,37,44,39.56,58.8
G,3,line,37,0,39,10,10.2,58.8
G,4,line,39,10,34,10,5,58.8
G,0,line,38,0,14,12,26.83,59.67
G,1,line,14,12,0,23,17.8,59.67
G,2,line,0,23,14,35,18.44,59.67
G,3,line,14,35,38,46,26.4,59.67
G,4,line,38,0,38,9,9,59.67
G,5,line,38,9,34,9,4,59.67
G,0,line,26,0,10,9,18.36,45.61
G,1,line,10,9,0,18,13.45,45.61
G,2,line,0,18,10,27,13.45,45.61
G,3,line,10,27,26,36,18.36,45.61
G,4,line,26,0,26,11,11,45.61
G,5,line,28,11,21,11,7,45.61
G,0,line,29,0,0,14,32.2,51.61
G,1,line,0,14,0,28,14,51.61
G,2,line,0,28,29,42,32.2,51.61
G,3,line,29,0,29,7,7,51.61
G,4,line,30,7,24,7,6,51.61
G,0,line,17,0,13,3,5,26.91
G,1,line,13,3,0,6,13.34,26.91
G,2,line,0,6,0,12,6,26.91
G,3,line,0,12,13,15,13.34,26.91
G,4,line,13,15,17,18,5,26.91
G,5,line,17,0,19,8,8.25,26.91
G,6,line,20,8,14,8,6,26.91
G,0,line,17,0,0,13,21.4,43.86
G,1,line,0,13,0,26,13,43.86
G,2,line,0,26,17,40,22.02,43.86
G,3,line,17,0,16,8,8.06,43.86
G,4,line,18,8,13,8,5,43.86
G,0,line,11,0,1,4,10.77,24.6
G,1,line,1,4,0,8,4.12,24.6
G,2,line,0,8,0,15,7,24.6
G,3,line,0,15,1,19,4.12,24.6
G,4,line,1,19,11,22,10.44,24.6
G,5,line,11,0,11,6,6,24.6
G,6,line,11,6,8,6,3,24.6
G,0,line,46,0,34,8,14.42,69.31
G,1,line,34,8,0,16,34.93,69.31
G,2,line,0,16,0,33,17,69.31
G,3,line,0,33,34,41,34.93,69.31
G,4,line,34,41,46,50,15,69.31
G,5,line,46,0,44,9,9.22,69.31
G,6,line,48,9,42,9,6,69.31
G,0,line,25,0,13,7,13.89,38.9
G,1,line,13,7,0,14,14.76,38.9
G,2,line,0,14,13,21,14.76,38.9
G,3,line,13,21,25,28,13.89,38.9
G,4,line,25,0,25,7,7,38.9
G,5,line,27,7,21,7,6,38.9
G,0,line,21,0,2,8,20.62,38.83
G,1,line,2,8,0,16,8.25,38.83
G,2,line,0,16,2,24,8.25,38.83
G,3,line,2,24,21,32,20.62,38.83
G,4,line,21,0,21,11,11,38.83
G,5,line,22,11,18,11,4,38.83
G,0,line,8,0,1,3,7.62,18.36
G,1,line,1,3,0,6,3.16,18.36
G,2,line,0,6,0,11,5,18.36
G,3,line,0,11,1,14,3.16,18.36
G,4,line,1,14,8,16,7.28,18.36
G,5,line,8,0,7,10,10.05,18.36
G,6,line,9,10,4,10,5,18.36
G,0,line,7,0,0,5,8.6,17.46
G,1,line,0,5,0,10,5,17.46
G,2,line,0,10,7,16,9.22,17.46
G,3,line,7,0,6,10,10.05,17.46
G,4,line,7,10,3,10,4,17.46
G,0,line,28,0,18,5,11.18,43.19
G,1,line,18,5,0,10,18.68,43.19
G,2,line,0,10,0,21,11,43.19
G,3,line,0,21,18,26,18.68,43.19
G,4,line,18,26,28,32,11.66,43.19
G,5,line,28,0,28,10,10,43.19
G,6,line,29,10,25,10,4,43.19
G,0,line,17,0,0,14,22.02,46.1
G,1,line,0,14,0,28,14,46.1
G,2,line,0,28,17,42,22.02,46.1
G,3,line,17,0,17,10,10,46.1
G,4,line,19,10,14,10,5,46.1
G,0,line,14,0,0,11,17.8,37.16
G,1,line,0,11,0,22,11,37.16
G,2,line,0,22,14,34,18.44,37.16
G,3,line,14,0,12,8,8.25,37.16
G,4,line,15,8,9,8,6,37.16
G,0,line,22,0,10,7,13.89,51.11
G,1,line,10,7,0,14,12.21,51.11
G,2,line,0,14,0,29,15,51.11
G,3,line,0,29,10,36,12.21,51.11
G,4,line,10,36,22,44,14.42,51.11
G,5,line,22,0,24,7,7.28,51.11
G,6,line,26,7,20,7,6,51.11
G,0,line,7,0,0,5,8.6,16.12
G,1,line,0,5,0,10,5,16.12
G,2,line,0,10,7,14,8.06,16.12
G,3,line,7,0,8,9,9.06,16.12
G,4,line,8,9,5,9,3,16.12
G,0,line,23,0,2,12,24.19,51.88
G,1,line,2,12,0,23,11.18,51.88
G,2,line,0,23,2,35,12.17,51.88
G,3,line,2,35,23,46,23.71,51.88
G,4,line,23,0,24,10,10.05,51.88
G,5,line,24,10,19,10,5,51.88
G,0,line,17,0,4,6,14.32,38.47
G,1,line,4,6,0,12,7.21,38.47
G,2,line,0,12,0,23,11,38.47
G,3,line,0,23,4,29,7.21,38.47
G,4,line,4,29,17,34,13.93,38.47
G,5,line,17,0,15,8,8.25,38.47
G,6,line,18,8,13,8,5,38.47
G,0,line,13,0,7,4,7.21,29.07
G,1,line,7,4,0,8,8.06,29.07
G,2,line,0,8,0,17,9,29.07
G,3,line,0,17,7,21,8.06,29.07
G,4,line,7,21,13,26,7.81,29.07
G,5,line,13,0,12,7,7.07,29.07
G,6,line,13,7,10,7,3,29.07
G,0,line,13,0,7,4,7.21,27.29
G,1,line,7,4,0,8,8.06,27.29
G,2,line,0,8,0,16,8,27.29
G,3,line,0,16,7,20,8.06,27.29
G,4,line,7,20,13,24,7.21,27.29
G,5,line,13,0,13,8,8,27.29
G,6,line,13,8,9,8,4,27.29
G,0,line,18,0,1,9,19.24,40.71
G,1,line,1,9,0,18,9.06,40.71
G,2,line,0,18,1,27,9.06,40.71
G,3,line,1,27,18,36,19.24,40.71
G,4,line,18,0,19,7,7.07,40.71
G,5,line,19,7,16,7,3,40.71
G,0,line,7,0,0,5,8.6,17.2
G,1,line,0,5,0,10,5,17.2
G,2,line,0,10,7,14,8.06,17.2
G,3,line,7,0,8,6,6.08,17.2
G,4,line,10,6,4,6,6,17.2
G,0,line,14,0,7,5,8.6,31.3
G,1,line,7,5,0,10,8.6,31.3
G,2,line,0,10,0,19,9,31.3
G,3,line,0,19,7,24,8.6,31.3
G,4,line,7,24,14,28,8.06,31.3
G,5,line,14,0,14,11,11,31.3
G,6,line,14,11,10,11,4,31.3
G,0,line,8,0,0,5,9.43,16.12
